"zcta5","state","puma2k","stab","zipname","PUMA2kName","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","puma2k","State Postal Code","zipname","PUMA 2K Name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to puma2k alloc factor","puma2k to zcta5 alloc factor"
"53114","55","02400","WI","Darien, WI","5502400",-88.803318,42.608736,195,0.072815,0.001216 
"53115","55","01700","WI","Delavan, WI","5501700",-88.644525,42.632122,15788,1,0.084921 
"53118","55","01700","WI","Dousman, WI","5501700",-88.551454,42.946593,489,0.067898,0.00263 
"53118","55","02202","WI","Dousman, WI","5502202",-88.466086,42.989056,6713,0.932102,0.058703 
"53119","55","01700","WI","Eagle, WI","5501700",-88.514035,42.838228,361,0.064372,0.001942 
"53119","55","02202","WI","Eagle, WI","5502202",-88.462694,42.878456,5247,0.935627,0.045883 
"53120","55","01700","WI","East Troy, WI","5501700",-88.408499,42.800557,9335,0.964459,0.050211 
"53120","55","01900","WI","East Troy, WI","5501900",-88.281205,42.777206,344,0.035541,0.00176 
"53121","55","01700","WI","Elkhorn, WI","5501700",-88.544122,42.699179,19045,1,0.10244 
"53122","55","02201","WI","Elm Grove, WI","5502201",-88.086188,43.047911,5985,1,0.038806 
"53125","55","01700","WI","Fontana-on-Geneva Lake, WI","5501700",-88.566882,42.542754,1895,1,0.010193 
"53126","55","01900","WI","Franksville, WI","5501900",-87.970071,42.781164,6431,1,0.032911 
"53128","55","01700","WI","Pell Lake, WI","5501700",-88.34012,42.525294,7815,0.873477,0.042036 
"53128","55","01800","WI","Pell Lake, WI","5501800",-88.293594,42.536512,1132,0.126523,0.006802 
"53129","55","02102","WI","Greendale, WI","5502102",-87.995275,42.937906,13973,1,0.057788 
"53130","55","02102","WI","Hales Corners, WI","5502102",-88.049738,42.940698,7755,1,0.032072 
"53132","55","02102","WI","Franklin, WI","5502102",-88.003486,42.900289,34863,1,0.144183 
"53137","55","01700","WI","Helenville, WI","5501700",-88.670341,43.004304,1702,1,0.009155 
"53139","55","01800","WI","Kansasville, WI","5501800",-88.096589,42.647612,457,0.163098,0.002746 
"53139","55","01900","WI","Kansasville, WI","5501900",-88.124932,42.698763,2345,0.836902,0.012001 
"53140","55","01800","WI","Kenosha, WI","5501800",-87.830471,42.607029,30017,1,0.180362 
"53142","55","01800","WI","Kenosha, WI","5501800",-87.883289,42.566501,32375,1,0.194531 
"53143","55","01800","WI","Kenosha, WI","5501800",-87.83093,42.563796,23264,1,0.139786 
"53144","55","01800","WI","Kenosha, WI","5501800",-87.869234,42.607813,27256,1,0.163772 
"53146","55","02201","WI","New Berlin, WI","5502201",-88.154895,42.971235,7328,0.982569,0.047514 
"53146","55","02203","WI","New Berlin, WI","5502203",-88.179237,43.015848,130,0.017431,0.001072 
"53147","55","01700","WI","Lake Geneva, WI","5501700",-88.448844,42.589595,16457,1,0.088519 
"53149","55","01700","WI","Mukwonago, WI","5501700",-88.375174,42.83476,684,0.035892,0.003679 
"53149","55","01900","WI","Mukwonago, WI","5501900",-88.284114,42.833882,254,0.013328,0.0013 
"53149","55","02202","WI","Mukwonago, WI","5502202",-88.345666,42.881366,18119,0.950779,0.158445 
"53150","55","01900","WI","Muskego, WI","5501900",-88.112184,42.839154,372,0.01497,0.001904 
"53150","55","02201","WI","Muskego, WI","5502201",-88.124385,42.902896,24233,0.975171,0.157123 
"53150","55","02202","WI","Muskego, WI","5502202",-88.190785,42.89876,245,0.009859,0.002142 
"53151","55","02201","WI","New Berlin, WI","5502201",-88.09239,42.979602,31987,1,0.207399 
"53153","55","02202","WI","North Prairie, WI","5502202",-88.401843,42.93473,2328,1,0.020358 
"53154","55","02102","WI","Oak Creek, WI","5502102",-87.905081,42.883845,34451,1,0.142479 
"53156","55","01700","WI","Palmyra, WI","5501700",-88.587955,42.880514,2992,1,0.016093 
"53158","55","01800","WI","Pleasant Prairie, WI","5501800",-87.870884,42.530848,15917,1,0.09564 
"53167","55","01900","WI","Rochester, WI","5501900",-88.224636,42.741582,399,1,0.002042 
"53168","55","01800","WI","Salem, WI","5501800",-88.114526,42.56517,8643,1,0.051933 
"53170","55","01800","WI","Silver Lake, WI","5501800",-88.167675,42.551884,2380,1,0.014301 
"53172","55","02102","WI","South Milwaukee, WI","5502102",-87.865108,42.910171,21156,1,0.087495 
"53177","55","01800","WI","Sturtevant, WI","5501800",-87.944741,42.663465,335,0.040221,0.002013 
"53177","55","01900","WI","Sturtevant, WI","5501900",-87.904292,42.702739,7994,0.959779,0.040909 
"53178","55","01700","WI","Sullivan, WI","5501700",-88.596069,43.018268,2626,1,0.014125 
"53179","55","01800","WI","Trevor, WI","5501800",-88.123248,42.513839,6310,1,0.037915 
"53181","55","01800","WI","Twin Lakes, WI","5501800",-88.252527,42.52103,7357,1,0.044206 
"53182","55","01800","WI","Union Grove, WI","5501800",-88.021424,42.642203,743,0.078942,0.004464 
"53182","55","01900","WI","Union Grove, WI","5501900",-88.049663,42.69743,8669,0.921058,0.044364 
"53183","55","02202","WI","Wales, WI","5502202",-88.376475,43.004516,2815,1,0.024616 
"53184","55","01700","WI","Walworth, WI","5501700",-88.596867,42.533802,4271,1,0.022973 
"53185","55","01900","WI","Waterford, WI","5501900",-88.194112,42.794958,18551,1,0.094935 
"53186","55","02201","WI","Waukesha, WI","5502201",-88.19269,43.037363,3905,0.116248,0.025319 
"53186","55","02203","WI","Waukesha, WI","5502203",-88.212866,43.010764,29687,0.883752,0.244726 
"53188","55","02202","WI","Waukesha, WI","5502202",-88.325807,43.012464,4389,0.124705,0.03838 
"53188","55","02203","WI","Waukesha, WI","5502203",-88.259909,43.020918,30806,0.875295,0.253951 
"53189","55","02201","WI","Waukesha, WI","5502201",-88.19261,42.963601,728,0.027757,0.00472 
"53189","55","02202","WI","Waukesha, WI","5502202",-88.305696,42.941739,5856,0.223273,0.051209 
"53189","55","02203","WI","Waukesha, WI","5502203",-88.250175,42.971891,19644,0.748971,0.161936 
"53190","55","01700","WI","Whitewater, WI","5501700",-88.732252,42.830646,17888,0.931666,0.096216 
"53190","55","02400","WI","Whitewater, WI","5502400",-88.811945,42.78638,1312,0.068333,0.008183 
"53191","55","01700","WI","Williams Bay, WI","5501700",-88.546332,42.579514,2842,1,0.015287 
"53192","55","01800","WI","Wilmot, WI","5501800",-88.1832,42.510754,217,1,0.001304 
"53195","55","01700","WI","Zenda, WI (PO Boxes)","5501700",-88.484743,42.513212,114,1,0.000613 
"53202","55","02001","WI","Milwaukee, WI","5502001",-87.896386,43.049928,17788,0.760626,0.106845 
"53202","55","02003","WI","Milwaukee, WI","5502003",-87.902486,43.04618,5598,0.239374,0.042892 
"53203","55","02003","WI","Milwaukee, WI","5502003",-87.914709,43.038919,938,1,0.007187 
"53204","55","02003","WI","Milwaukee, WI","5502003",-87.928437,43.015556,35049,0.827506,0.268544 
"53204","55","02004","WI","Milwaukee, WI","5502004",-87.944929,43.015322,7306,0.172494,0.045124 
"53205","55","02003","WI","Milwaukee, WI","5502003",-87.935343,43.052627,10050,1,0.077003 
"53206","55","02002","WI","Milwaukee, WI","5502002",-87.934593,43.085937,8183,0.290074,0.060217 
"53206","55","02003","WI","Milwaukee, WI","5502003",-87.934459,43.072059,20027,0.709925,0.153446 
"53207","55","02003","WI","Milwaukee, WI","5502003",-87.899127,43.001534,2749,0.07821,0.021063 
"53207","55","02004","WI","Milwaukee, WI","5502004",-87.899664,42.982394,32337,0.919998,0.199721 
"53207","55","02102","WI","Milwaukee, WI","5502102",-87.886102,42.974998,63,0.001792,0.000261 
"53208","55","02002","WI","Milwaukee, WI","5502002",-87.971879,43.052592,16762,0.5384,0.123349 
"53208","55","02003","WI","Milwaukee, WI","5502003",-87.954178,43.044016,14185,0.455626,0.108685 
"53208","55","02101","WI","Milwaukee, WI","5502101",-87.987828,43.052889,186,0.005974,0.001674 
"53209","55","02001","WI","Milwaukee, WI","5502001",-87.96066,43.145891,4213,0.089797,0.025306 
"53209","55","02002","WI","Milwaukee, WI","5502002",-87.949348,43.108626,31781,0.677388,0.233871 
"53209","55","02101","WI","Milwaukee, WI","5502101",-87.941859,43.143763,10923,0.232815,0.098284 
"53210","55","02001","WI","Milwaukee, WI","5502001",-87.999233,43.071946,3089,0.109827,0.018554 
"53210","55","02002","WI","Milwaukee, WI","5502002",-87.971051,43.068236,23543,0.837054,0.173249 
"53210","55","02003","WI","Milwaukee, WI","5502003",-87.94835,43.06714,1135,0.040354,0.008696 
"53210","55","02101","WI","Milwaukee, WI","5502101",-88.001537,43.067523,359,0.012764,0.00323 
"53211","55","02001","WI","Milwaukee, WI","5502001",-87.882826,43.071403,19833,0.560159,0.119129 
"53211","55","02101","WI","Milwaukee, WI","5502101",-87.887924,43.092777,15573,0.439841,0.140124 
"53212","55","02001","WI","Milwaukee, WI","5502001",-87.899198,43.073086,6927,0.227742,0.041608 
"53212","55","02002","WI","Milwaukee, WI","5502002",-87.91851,43.086821,853,0.028044,0.006277 
"53212","55","02003","WI","Milwaukee, WI","5502003",-87.909818,43.069348,22633,0.744115,0.173413 
"53212","55","02101","WI","Milwaukee, WI","5502101",-87.909058,43.094494,3,0.000099,0.000027 
"53213","55","02001","WI","Wauwatosa, WI","5502001",-88.013078,43.067689,16,0.000615,0.000096 
"53213","55","02002","WI","Wauwatosa, WI","5502002",-87.994985,43.036114,3853,0.148078,0.028354 
"53213","55","02101","WI","Wauwatosa, WI","5502101",-88.001552,43.053029,22151,0.851306,0.199312 
"53214","55","02002","WI","West Allis, WI","5502002",-88.002536,43.027881,6118,0.176184,0.045021 
"53214","55","02003","WI","West Allis, WI","5502003",-87.958783,43.024271,3,0.000086,0.000023 
"53214","55","02102","WI","West Allis, WI","5502102",-88.013038,43.016676,28604,0.823729,0.118298 
"53215","55","02003","WI","Milwaukee, WI","5502003",-87.947733,43.020452,953,0.015635,0.007302 
"53215","55","02004","WI","Milwaukee, WI","5502004",-87.941548,43.000986,59525,0.976572,0.36764 
"53215","55","02102","WI","Milwaukee, WI","5502102",-87.962878,43.018602,475,0.007793,0.001964 
"53216","55","02001","WI","Milwaukee, WI","5502001",-87.997576,43.089226,6726,0.208468,0.0404 
"53216","55","02002","WI","Milwaukee, WI","5502002",-87.969207,43.085394,25354,0.785829,0.186576 
"53216","55","02003","WI","Milwaukee, WI","5502003",-87.946939,43.078763,184,0.005703,0.00141 
"53217","55","02003","WI","Whitefish Bay, WI","5502003",-87.912832,43.104322,558,0.019115,0.004275 
"53217","55","02101","WI","Whitefish Bay, WI","5502101",-87.907409,43.140881,28545,0.977836,0.256845 
"53217","55","02300","WI","Whitefish Bay, WI","5502300",-87.896901,43.194566,89,0.003049,0.000408 
"53218","55","02001","WI","Milwaukee, WI","5502001",-88.00323,43.113334,23358,0.574966,0.140302 
"53218","55","02002","WI","Milwaukee, WI","5502002",-87.981477,43.110494,17267,0.425034,0.127065 
"53219","55","02004","WI","Milwaukee, WI","5502004",-87.988863,42.990183,16783,0.495366,0.103656 
"53219","55","02102","WI","Milwaukee, WI","5502102",-87.998405,43.001806,17097,0.504634,0.070708 
"53220","55","02004","WI","Greenfield, WI","5502004",-87.994813,42.975211,11243,0.427442,0.069439 
"53220","55","02102","WI","Greenfield, WI","5502102",-87.988128,42.962637,15060,0.572558,0.062284 
"53221","55","02004","WI","Milwaukee, WI","5502004",-87.940135,42.956611,27323,0.724729,0.168753 
"53221","55","02102","WI","Milwaukee, WI","5502102",-87.959086,42.951654,10378,0.275271,0.04292 
"53222","55","02001","WI","Milwaukee, WI","5502001",-88.022115,43.082766,20901,0.830558,0.125544 
"53222","55","02101","WI","Milwaukee, WI","5502101",-88.045131,43.084497,4264,0.169442,0.038367 
"53223","55","02001","WI","Milwaukee, WI","5502001",-87.994733,43.155611,19533,0.668252,0.117327 
"53223","55","02101","WI","Milwaukee, WI","5502101",-87.979626,43.175496,9697,0.331748,0.087253 
"53224","55","02001","WI","Milwaukee, WI","5502001",-88.033417,43.160055,21284,1,0.127844 
"53225","55","02001","WI","Milwaukee, WI","5502001",-88.033904,43.116944,22804,0.887108,0.136974 
"53225","55","02101","WI","Milwaukee, WI","5502101",-88.041423,43.100718,2896,0.112659,0.026058 
"53225","55","02201","WI","Milwaukee, WI","5502201",-88.066569,43.127048,6,0.000233,0.000039 
"53226","55","02001","WI","Wauwatosa, WI","5502001",-88.035757,43.067327,12,0.000653,0.000072 
"53226","55","02002","WI","Wauwatosa, WI","5502002",-88.02678,43.035155,1818,0.098966,0.013378 
"53226","55","02101","WI","Wauwatosa, WI","5502101",-88.043242,43.051834,16540,0.900381,0.148825 
"53227","55","02004","WI","West Allis, WI","5502004",-88.027332,42.984576,3769,0.161365,0.023278 
"53227","55","02102","WI","West Allis, WI","5502102",-88.0381,42.996468,19588,0.838635,0.08101 
"53228","55","02004","WI","Greenfield, WI","5502004",-88.026021,42.977256,3600,0.250539,0.022234 
"53228","55","02102","WI","Greenfield, WI","5502102",-88.041001,42.966316,10769,0.74946,0.044537 
"53233","55","02003","WI","Milwaukee, WI","5502003",-87.933803,43.040989,16453,1,0.126062 
"53235","55","02004","WI","St. Francis, WI","5502004",-87.882492,42.980567,25,0.002697,0.000154 
"53235","55","02102","WI","St. Francis, WI","5502102",-87.87335,42.970573,9245,0.997303,0.038235 
"53295","55","02002","WI","Milwaukee, WI","5502002",-87.976322,43.022481,359,1,0.002642 
"53402","55","01900","WI","Racine, WI","5501900",-87.798166,42.775465,33174,1,0.169768 
"53403","55","01800","WI","Racine, WI","5501800",-87.827728,42.663772,468,0.01706,0.002812 
"53403","55","01900","WI","Racine, WI","5501900",-87.802881,42.705017,26964,0.982939,0.137988 
"53404","55","01900","WI","Racine, WI","5501900",-87.805637,42.743823,15658,1,0.08013 
"53405","55","01900","WI","Racine, WI","5501900",-87.823461,42.716692,25193,1,0.128925 
"53406","55","01900","WI","Mount Pleasant, WI","5501900",-87.857399,42.72648,25845,1,0.132262 
"53501","55","02400","WI","Afton, WI (PO Boxes)","5502400",-89.071743,42.603232,23,1,0.000143 
"53502","55","00800","WI","Albany, WI","5500800",-89.435485,42.721908,2421,1,0.016515 
"53503","55","00800","WI","Arena, WI","5500800",-89.932751,43.154886,1947,1,0.013282 
"53504","55","00800","WI","Argyle, WI","5500800",-89.859152,42.701305,2084,1,0.014216 
"53505","55","02400","WI","Avalon, WI","5502400",-88.832031,42.653716,354,1,0.002208 
"53506","55","00800","WI","Avoca, WI","5500800",-90.306459,43.166584,1125,1,0.007674 
"53507","55","00800","WI","Barneveld, WI","5500800",-89.896775,43.006627,2196,1,0.01498 
"53508","55","00800","WI","Belleville, WI","5500800",-89.524806,42.835197,2237,0.425123,0.01526 
"53508","55","01200","WI","Belleville, WI","5501200",-89.545572,42.877422,3025,0.574876,0.011591 
"53510","55","00800","WI","Belmont, WI","5500800",-90.328029,42.734634,1482,1,0.01011 
"53511","55","02400","WI","Beloit, WI","5502400",-89.038556,42.524011,48929,1,0.305175 
"53515","55","01200","WI","Black Earth, WI","5501200",-89.748276,43.127976,2268,1,0.00869 
"53516","55","00800","WI","Blanchardville, WI","5500800",-89.848693,42.808546,2117,0.983736,0.014441 
"53516","55","01200","WI","Blanchardville, WI","5501200",-89.742698,42.86591,35,0.016264,0.000134 
"53517","55","00800","WI","Blue Mounds, WI","5500800",-89.857795,43.05887,316,0.180365,0.002156 
"53517","55","01200","WI","Blue Mounds, WI","5501200",-89.821439,43.016691,1436,0.819634,0.005502 
"53518","55","00700","WI","Blue River, WI","5500700",-90.676396,43.259521,20,0.015038,0.000099 
"53518","55","00800","WI","Blue River, WI","5500800",-90.584175,43.228353,1310,0.984962,0.008936 
"53520","55","00800","WI","Brodhead, WI","5500800",-89.387962,42.618694,5547,0.814537,0.037839 
"53520","55","02400","WI","Brodhead, WI","5502400",-89.317551,42.595754,1263,0.185462,0.007877 
"53521","55","00800","WI","Brooklyn, WI","5500800",-89.409007,42.830826,1433,0.391958,0.009775 
"53521","55","01200","WI","Brooklyn, WI","5501200",-89.382199,42.864689,1926,0.526805,0.00738 
"53521","55","02400","WI","Brooklyn, WI","5502400",-89.324399,42.831934,297,0.081236,0.001852 
"53522","55","00800","WI","Browntown, WI","5500800",-89.79055,42.562826,1085,1,0.007401 
"53523","55","01200","WI","Lake Ripley, WI","5501200",-89.036331,42.991479,2535,0.512225,0.009713 
"53523","55","01700","WI","Lake Ripley, WI","5501700",-88.990136,43.003353,2414,0.487775,0.012984 
"53525","55","02400","WI","Clinton, WI","5502400",-88.867333,42.558389,4052,1,0.025273 
"53526","55","00800","WI","Cobb, WI","5500800",-90.334954,42.967763,565,1,0.003854 
"53527","55","01200","WI","Cottage Grove, WI","5501200",-89.201905,43.083772,9963,1,0.038175 
"53528","55","01200","WI","Cross Plains, WI","5501200",-89.638793,43.115206,5734,1,0.021971 
"53529","55","01200","WI","Dane, WI","5501200",-89.513709,43.240163,2031,1,0.007782 
"53530","55","00800","WI","Darlington, WI","5500800",-90.111184,42.687476,4566,1,0.031147 
"53531","55","01200","WI","Deerfield, WI","5501200",-89.087169,43.053463,4338,1,0.016622 
"53532","55","01000","WI","DeForest, WI","5501000",-89.284025,43.294454,230,0.016904,0.001108 
"53532","55","01200","WI","DeForest, WI","5501200",-89.337818,43.238431,13376,0.983096,0.051252 
"53533","55","00800","WI","Dodgeville, WI","5500800",-90.138667,42.971618,7276,1,0.049634 
"53534","55","01200","WI","Edgerton, WI","5501200",-89.06219,42.874793,2090,0.18155,0.008008 
"53534","55","01700","WI","Edgerton, WI","5501700",-89.00113,42.892649,234,0.020327,0.001259 
"53534","55","02400","WI","Edgerton, WI","5502400",-89.065154,42.828774,9188,0.798123,0.057306 
"53536","55","02400","WI","Evansville, WI","5502400",-89.288848,42.774898,8503,1,0.053034 
"53537","55","02400","WI","Footville, WI","5502400",-89.209333,42.67102,781,1,0.004871 
"53538","55","01700","WI","Fort Atkinson, WI","5501700",-88.84587,42.924014,18345,0.99334,0.098675 
"53538","55","02400","WI","Fort Atkinson, WI","5502400",-88.899007,42.837346,123,0.00666,0.000767 
"53540","55","00800","WI","Gotham, WI","5500800",-90.292551,43.224573,169,1,0.001153 
"53541","55","00800","WI","Gratiot, WI","5500800",-90.019507,42.575653,861,1,0.005873 
"53543","55","00800","WI","Highland, WI","5500800",-90.37007,43.050365,1641,1,0.011194 
"53544","55","00800","WI","Hollandale, WI","5500800",-89.916566,42.877823,790,0.9875,0.005389 
"53544","55","01200","WI","Hollandale, WI","5501200",-89.832709,42.904059,10,0.0125,0.000038 
"53545","55","02400","WI","Janesville, WI","5502400",-89.010683,42.700603,23117,1,0.144183 
"53546","55","02400","WI","Janesville, WI","5502400",-88.995562,42.679154,30648,1,0.191154 
"53548","55","02400","WI","Janesville, WI","5502400",-89.058498,42.68287,18558,1,0.115748 
"53549","55","01700","WI","Jefferson, WI","5501700",-88.80473,43.002166,10414,1,0.056015 
"53550","55","00800","WI","Juda, WI","5500800",-89.501365,42.566904,1239,1,0.008452 
"53551","55","01700","WI","Lake Mills, WI","5501700",-88.907668,43.080571,8273,1,0.044499 
"53553","55","00800","WI","Linden, WI","5500800",-90.279599,42.917152,624,1,0.004257 
"53554","55","00800","WI","Livingston, WI","5500800",-90.442479,42.898834,1134,1,0.007736 
"53555","55","01000","WI","Lodi, WI","5501000",-89.549503,43.339038,7854,0.92782,0.037838 
"53555","55","01200","WI","Lodi, WI","5501200",-89.571234,43.271152,611,0.07218,0.002341 
"53556","55","00800","WI","Lone Rock, WI","5500800",-90.239136,43.217974,2282,0.879722,0.015567 
"53556","55","01000","WI","Lone Rock, WI","5501000",-90.178719,43.197591,312,0.120278,0.001503 
"53557","55","01000","WI","Lowell, WI","5501000",-88.809928,43.338911,482,1,0.002322 
"53558","55","01100","WI","McFarland, WI","5501100",-89.278984,43.025372,12,0.001117,0.000053 
"53558","55","01200","WI","McFarland, WI","5501200",-89.290921,43.012129,10730,0.998883,0.041113 
"53559","55","01200","WI","Marshall, WI","5501200",-89.073072,43.16848,6051,0.998021,0.023185 
"53559","55","01700","WI","Marshall, WI","5501700",-89.007555,43.119033,12,0.001979,0.000065 
"53560","55","00800","WI","Mazomanie, WI","5500800",-89.847747,43.175467,89,0.025737,0.000607 
"53560","55","01200","WI","Mazomanie, WI","5501200",-89.77452,43.184055,3369,0.974262,0.012909 
"53561","55","01000","WI","Merrimac, WI","5501000",-89.638375,43.38349,1618,1,0.007795 
"53562","55","01100","WI","Middleton, WI","5501100",-89.542698,43.07617,1429,0.060482,0.006293 
"53562","55","01200","WI","Middleton, WI","5501200",-89.508426,43.104711,22198,0.939518,0.085055 
"53563","55","01700","WI","Milton, WI","5501700",-88.948889,42.853963,100,0.009321,0.000538 
"53563","55","02400","WI","Milton, WI","5502400",-88.956127,42.773716,10628,0.990678,0.066288 
"53565","55","00800","WI","Mineral Point, WI","5500800",-90.171616,42.851422,4765,1,0.032505 
"53566","55","00800","WI","Monroe, WI","5500800",-89.641892,42.601291,15217,1,0.103804 
"53569","55","00800","WI","Montfort, WI","5500800",-90.432242,42.973602,1155,1,0.007879 
"53570","55","00800","WI","Monticello, WI","5500800",-89.609399,42.740559,2627,1,0.01792 
"53571","55","01200","WI","Morrisonville, WI (PO Boxes)","5501200",-89.355057,43.277696,280,1,0.001073 
"53572","55","00800","WI","Mount Horeb, WI","5500800",-89.821159,42.853779,16,0.001605,0.000109 
"53572","55","01200","WI","Mount Horeb, WI","5501200",-89.7309,42.99724,9954,0.998395,0.03814 
"53573","55","00800","WI","Muscoda, WI","5500800",-90.453033,43.193935,3062,1,0.020888 
"53574","55","00800","WI","New Glarus, WI","5500800",-89.642841,42.814815,3831,0.988135,0.026133 
"53574","55","01200","WI","New Glarus, WI","5501200",-89.610755,42.863813,46,0.011865,0.000176 
"53575","55","01200","WI","Oregon, WI","5501200",-89.390084,42.927008,15494,1,0.059367 
"53576","55","02400","WI","Orfordville, WI","5502400",-89.241648,42.628428,2319,1,0.014464 
"53577","55","01000","WI","Plain, WI","5501000",-90.055579,43.292073,1371,1,0.006605 
"53578","55","01000","WI","Prairie du Sac, WI","5501000",-89.740393,43.297332,5924,1,0.02854 
"53579","55","01000","WI","Reeseville, WI","5501000",-88.866176,43.294588,1760,1,0.008479 
"53580","55","00800","WI","Rewey, WI","5500800",-90.385562,42.853043,564,1,0.003847 
"53581","55","00800","WI","Richland Center, WI","5500800",-90.394463,43.350874,10699,1,0.072984 
"53582","55","00800","WI","Ridgeway, WI","5500800",-89.991466,43.005799,1079,1,0.00736 
"53583","55","01000","WI","Sauk City, WI","5501000",-89.754056,43.273467,4291,0.74665,0.020673 
"53583","55","01200","WI","Sauk City, WI","5501200",-89.684747,43.254438,1456,0.25335,0.005579 
"53585","55","01700","WI","Sharon, WI","5501700",-88.723364,42.509499,2193,0.990067,0.011796 
"53585","55","02400","WI","Sharon, WI","5502400",-88.788805,42.499875,22,0.009932,0.000137 
"53586","55","00800","WI","Shullsburg, WI","5500800",-90.233452,42.576349,2284,1,0.01558 
"53587","55","00800","WI","South Wayne, WI","5500800",-89.896511,42.577437,1290,1,0.0088 
"53588","55","00800","WI","Spring Green, WI","5500800",-90.104388,43.120109,383,0.093942,0.002613 
"53588","55","01000","WI","Spring Green, WI","5501000",-90.071173,43.194122,3694,0.906058,0.017797 
"53589","55","01200","WI","Stoughton, WI","5501200",-89.226621,42.927756,19408,0.999022,0.074364 
"53589","55","02400","WI","Stoughton, WI","5502400",-89.259059,42.844211,19,0.000978,0.000119 
"53590","55","01200","WI","Sun Prairie, WI","5501200",-89.233167,43.187592,36294,1,0.139065 
"53593","55","01100","WI","Verona, WI","5501100",-89.546985,43.035508,1448,0.075319,0.006376 
"53593","55","01200","WI","Verona, WI","5501200",-89.551592,43.002744,17777,0.924681,0.068115 
"53594","55","01000","WI","Waterloo, WI","5501000",-88.969365,43.222052,687,0.133554,0.00331 
"53594","55","01200","WI","Waterloo, WI","5501200",-89.026628,43.214125,189,0.036742,0.000724 
"53594","55","01700","WI","Waterloo, WI","5501700",-88.984099,43.175111,4268,0.829704,0.022957 
"53597","55","01200","WI","Waunakee, WI","5501200",-89.448172,43.181398,16844,1,0.06454 
"53598","55","01200","WI","Windsor, WI","5501200",-89.342144,43.21416,2511,1,0.009621 
"53599","55","00800","WI","Woodford, WI","5500800",-89.859785,42.648379,69,1,0.000471 
"53702","55","02203","WI","State Capitol, Madison, WI","5502203",-88.230636,43.060926,50,1,0.000412 
"53703","55","01100","WI","Madison, WI","5501100",-89.383689,43.076896,27958,1,0.123115 
"53704","55","01100","WI","Madison, WI","5501100",-89.348142,43.121017,40707,0.924445,0.179256 
"53704","55","01200","WI","Madison, WI","5501200",-89.363996,43.120431,3327,0.075555,0.012748 
"53705","55","01100","WI","Madison, WI","5501100",-89.462707,43.072449,21927,0.933302,0.096557 
"53705","55","01200","WI","Madison, WI","5501200",-89.445469,43.079622,1567,0.066698,0.006004 
"53706","55","01100","WI","Madison, WI","5501100",-89.405457,43.074679,5133,1,0.022604 
"53711","55","01100","WI","Madison, WI","5501100",-89.46108,43.044542,29513,0.645403,0.129963 
"53711","55","01200","WI","Madison, WI","5501200",-89.431206,43.011006,16215,0.354597,0.06213 
"53713","55","01100","WI","Madison, WI","5501100",-89.384811,43.037468,10932,0.493633,0.04814 
"53713","55","01200","WI","Madison, WI","5501200",-89.405786,43.032865,11214,0.506367,0.042968 
"53714","55","01100","WI","Madison, WI","5501100",-89.310647,43.097902,15438,0.937739,0.067982 
"53714","55","01200","WI","Madison, WI","5501200",-89.328043,43.099029,1025,0.062261,0.003927 
"53715","55","01100","WI","Madison, WI","5501100",-89.40095,43.065168,12136,1,0.053442 
"53716","55","01100","WI","Madison, WI","5501100",-89.302525,43.072306,11204,0.608284,0.049338 
"53716","55","01200","WI","Madison, WI","5501200",-89.332791,43.060408,7215,0.391715,0.027645 
"53717","55","01100","WI","Madison, WI","5501100",-89.517861,43.073053,11910,0.995653,0.052447 
"53717","55","01200","WI","Madison, WI","5501200",-89.532812,43.083891,52,0.004347,0.000199 
"53718","55","01100","WI","Madison, WI","5501100",-89.276652,43.092696,9239,0.786097,0.040685 
"53718","55","01200","WI","Madison, WI","5501200",-89.27108,43.110423,2514,0.213903,0.009633 
"53719","55","01100","WI","Madison, WI","5501100",-89.507559,43.026898,22925,0.804753,0.100952 
"53719","55","01200","WI","Madison, WI","5501200",-89.490761,43.02262,5562,0.195247,0.021312 
"53726","55","01100","WI","Madison, WI","5501100",-89.421666,43.070375,5177,1,0.022797 
"53801","55","00800","WI","Bagley, WI","5500800",-91.075532,42.916655,878,1,0.005989 
"53802","55","00800","WI","Beetown, WI (PO Boxes)","5500800",-90.888866,42.803859,58,1,0.000396 
"53803","55","00800","WI","Benton, WI","5500800",-90.374914,42.568255,1306,1,0.008909 
"53804","55","00800","WI","Bloomington, WI","5500800",-90.91379,42.876663,1372,1,0.009359 
"53805","55","00700","WI","Boscobel, WI","5500700",-90.741037,43.204019,591,0.112165,0.00292 
"53805","55","00800","WI","Boscobel, WI","5500800",-90.69583,43.129506,4678,0.887834,0.031911 
"53806","55","00800","WI","Cassville, WI","5500800",-90.956171,42.727489,1831,1,0.01249 
"53807","55","00800","WI","Cuba City, WI","5500800",-90.474259,42.603362,4843,1,0.033037 
"53808","55","00800","WI","Dickeyville, WI","5500800",-90.594506,42.626912,1049,1,0.007156 
"53809","55","00800","WI","Fennimore, WI","5500800",-90.64995,42.987734,4120,1,0.028105 
"53810","55","00800","WI","Glen Haven, WI","5500800",-91.001276,42.823173,429,1,0.002926 
"53811","55","00800","WI","Hazel Green, WI","5500800",-90.511938,42.535529,3371,1,0.022995 
"53813","55","00800","WI","Lancaster, WI","5500800",-90.712741,42.844353,6075,1,0.041441 
