"zcta5","state","puma2k","stab","zipname","PUMA2kName","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","puma2k","State Postal Code","zipname","PUMA 2K Name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to puma2k alloc factor","puma2k to zcta5 alloc factor"
"19962","10","00200","DE","Magnolia, DE","1000200",-75.502988,39.069164,10206,1,0.06288 
"19963","10","00200","DE","Milford, DE","1000200",-75.433572,38.938199,7849,0.408674,0.048358 
"19963","10","00300","DE","Milford, DE","1000300",-75.414873,38.898842,11357,0.591325,0.057607 
"19964","10","00200","DE","Marydel, DE","1000200",-75.730422,39.099382,1340,1,0.008256 
"19966","10","00300","DE","Millsboro, DE","1000300",-75.238996,38.602542,24601,1,0.124786 
"19967","10","00300","DE","Millville, DE","1000300",-75.118087,38.54273,354,1,0.001796 
"19968","10","00300","DE","Milton, DE","1000300",-75.286973,38.77205,9549,1,0.048436 
"19970","10","00300","DE","Ocean View, DE","1000300",-75.099142,38.550071,6170,1,0.031297 
"19971","10","00300","DE","Rehoboth Bch, DE","1000300",-75.111313,38.71486,12385,1,0.062822 
"19973","10","00300","DE","Seaford, DE","1000300",-75.603528,38.64358,23838,1,0.120916 
"19975","10","00300","DE","Selbyville, DE","1000300",-75.152815,38.467793,8253,1,0.041863 
"19977","10","00104","DE","Smyrna, DE","1000104",-75.612062,39.332545,4354,0.189436,0.030968 
"19977","10","00200","DE","Smyrna, DE","1000200",-75.60326,39.280833,18630,0.810564,0.11478 
"19979","10","00200","DE","Viola, DE","1000200",-75.569085,39.042866,632,1,0.003894 
"20001","11","00102","DC","Washington, DC","1100102",-77.023985,38.927918,1303,0.033799,0.012108 
"20001","11","00105","DC","Washington, DC","1100105",-77.018349,38.911131,37248,0.9662,0.299792 
"20002","11","00103","DC","Washington, DC","1100103",-76.989999,38.902118,50923,0.97237,0.41122 
"20002","11","00105","DC","Washington, DC","1100105",-77.010236,38.905685,1447,0.02763,0.011646 
"20003","11","00103","DC","Washington, DC","1100103",-76.989975,38.88374,26454,1,0.213625 
"20004","11","00105","DC","Washington, DC","1100105",-77.022269,38.895388,1622,1,0.013055 
"20005","11","00105","DC","Washington, DC","1100105",-77.031086,38.906877,12775,1,0.10282 
"20006","11","00105","DC","Washington, DC","1100105",-77.045168,38.896839,3227,1,0.025973 
"20007","11","00101","DC","Washington, DC","1100101",-77.073628,38.915189,26866,1,0.253395 
"20008","11","00101","DC","Washington, DC","1100101",-77.059538,38.937119,27066,0.983324,0.255282 
"20008","11","00105","DC","Washington, DC","1100105",-77.047709,38.910963,459,0.016676,0.003694 
"20009","11","00102","DC","Washington, DC","1100102",-77.040081,38.924821,12669,0.263981,0.117727 
"20009","11","00105","DC","Washington, DC","1100105",-77.036046,38.918596,35323,0.736018,0.284299 
"20010","11","00101","DC","Washington, DC","1100101",-77.055229,38.936695,349,0.01158,0.003292 
"20010","11","00102","DC","Washington, DC","1100102",-77.032306,38.93301,29789,0.98842,0.276816 
"20011","11","00102","DC","Washington, DC","1100102",-77.025263,38.952256,48383,0.826551,0.449602 
"20011","11","00103","DC","Washington, DC","1100103",-77.001635,38.954472,10153,0.173449,0.081989 
"20012","11","00102","DC","Washington, DC","1100102",-77.027705,38.976301,13189,0.983226,0.122559 
"20012","11","00103","DC","Washington, DC","1100103",-77.007368,38.968589,225,0.016774,0.001817 
"20015","11","00101","DC","Washington, DC","1100101",-77.067897,38.96593,15332,1,0.144609 
"20016","11","00101","DC","Washington, DC","1100101",-77.086069,38.938594,32519,1,0.306713 
"20017","11","00102","DC","Washington, DC","1100102",-77.006188,38.928993,1024,0.057739,0.009516 
"20017","11","00103","DC","Washington, DC","1100103",-76.992941,38.937616,16711,0.942261,0.134947 
"20018","11","00103","DC","Washington, DC","1100103",-76.974533,38.927702,16894,1,0.136425 
"20019","11","00104","DC","Washington, DC","1100104",-76.938449,38.891224,54358,1,0.388255 
"20020","11","00104","DC","Washington, DC","1100104",-76.974295,38.859405,49864,1,0.356156 
"20024","11","00105","DC","Washington, DC","1100105",-77.016009,38.876923,11510,1,0.092639 
"20032","11","00104","DC","Washington, DC","1100104",-77.000976,38.833849,35653,1,0.254653 
"20036","11","00105","DC","Washington, DC","1100105",-77.042006,38.908623,5435,1,0.043744 
"20037","11","00101","DC","Washington, DC","1100101",-77.048974,38.909919,4,0.000273,0.000038 
"20037","11","00105","DC","Washington, DC","1100105",-77.050929,38.90168,14638,0.999727,0.117815 
"20052","11","00105","DC","Washington, DC","1100105",-77.046981,38.900126,470,1,0.003783 
"20057","11","00101","DC","Washington, DC","1100101",-77.075246,38.909216,3888,1,0.036671 
"20064","11","00103","DC","Washington, DC","1100103",-76.999358,38.936358,1890,1,0.015262 
"20105","51","00600","VA","Stone Ridge, VA","5100600",-77.565468,38.930293,11315,1,0.026368 
"20106","51","00600","VA","Amissville, VA","5100600",-78.001823,38.753642,190,0.036951,0.000443 
"20106","51","00700","VA","Amissville, VA","5100700",-78.022222,38.683914,1794,0.348891,0.007583 
"20106","51","00900","VA","Amissville, VA","5100900",-77.955855,38.6624,3158,0.614158,0.016333 
"20109","51","00501","VA","Sudley, VA","5100501",-77.512516,38.78444,37265,1,0.167353 
"20110","51","00501","VA","Manassas, VA","5100501",-77.475969,38.752402,43876,1,0.197042 
"20111","51","00501","VA","Manassas Park, VA","5100501",-77.446381,38.768193,30590,1,0.137376 
"20112","51","00501","VA","Manassas, VA","5100501",-77.433261,38.686372,22599,0.874811,0.10149 
"20112","51","00502","VA","Manassas, VA","5100502",-77.386535,38.621104,3234,0.125189,0.013974 
"20115","51","00600","VA","Marshall, VA","5100600",-77.894702,38.822297,5838,1,0.013605 
"20117","51","00600","VA","Middleburg, VA","5100600",-77.745284,38.987644,2693,1,0.006276 
"20118","51","00600","VA","Middleburg, VA","5100600",-77.737461,38.967799,7,1,0.000016 
"20119","51","00600","VA","Catlett, VA","5100600",-77.63922,38.640309,3946,1,0.009196 
"20120","51","00304","VA","Centreville, VA","5100304",-77.447312,38.849656,40677,0.999557,0.232092 
"20120","51","00600","VA","Centreville, VA","5100600",-77.510559,38.881635,18,0.000442,0.000042 
"20121","51","00304","VA","Centreville, VA","5100304",-77.439519,38.826436,27988,1,0.159692 
"20124","51","00304","VA","Centreville, VA","5100304",-77.40699,38.809107,14857,1,0.08477 
"20129","51","00600","VA","Paeonian Springs, VA","5100600",-77.603881,39.154815,618,1,0.00144 
"20130","51","00600","VA","Paris, VA","5100600",-77.952537,39.026475,281,1,0.000655 
"20132","51","00600","VA","Purcellville, VA","5100600",-77.715454,39.142292,15900,1,0.037052 
"20135","51","00600","VA","Bluemont, VA","5100600",-77.869526,39.100545,2694,0.9506,0.006278 
"20135","54","00400","WV","Bluemont, VA","5400400",-77.830931,39.161221,140,0.0494,0.000536 
"20136","51","00501","VA","Linton Hall, VA","5100501",-77.568739,38.749441,28498,1,0.127981 
"20137","51","00501","VA","Broad Run, VA","5100501",-77.694446,38.832739,486,0.321854,0.002183 
"20137","51","00600","VA","Broad Run, VA","5100600",-77.731753,38.796269,1024,0.678145,0.002386 
"20139","51","00600","VA","Casanova, VA (PO Boxes)","5100600",-77.701227,38.660748,217,1,0.000506 
"20141","51","00600","VA","Round Hill, VA","5100600",-77.775922,39.128879,6131,1,0.014287 
"20143","51","00501","VA","Catharpin, VA","5100501",-77.570565,38.86149,1216,1,0.005461 
"20144","51","00600","VA","Delaplane, VA","5100600",-77.934713,38.901701,1012,1,0.002358 
"20147","51","00600","VA","Ashburn, VA","5100600",-77.485646,39.042726,54086,1,0.126039 
"20148","51","00600","VA","Broadlands, VA","5100600",-77.516096,38.999854,28310,1,0.065972 
"20151","51","00304","VA","Chantilly, VA","5100304",-77.429809,38.881335,18205,0.851736,0.103873 
"20151","51","00305","VA","Chantilly, VA","5100305",-77.420561,38.897296,3169,0.148264,0.01044 
"20152","51","00600","VA","South Riding, VA","5100600",-77.512935,38.907404,24946,1,0.058133 
"20155","51","00501","VA","Gainesville, VA","5100501",-77.616426,38.800054,29411,1,0.132082 
"20158","51","00600","VA","Hamilton, VA","5100600",-77.661434,39.137623,4288,1,0.009993 
"20164","51","00600","VA","Sterling, VA","5100600",-77.393206,39.012849,37747,1,0.087964 
"20165","51","00600","VA","Cascades, VA","5100600",-77.386705,39.046632,32383,1,0.075464 
"20166","51","00600","VA","Dulles Town Center, VA","5100600",-77.427641,39.006862,9521,1,0.022187 
"20169","51","00501","VA","Haymarket, VA","5100501",-77.640582,38.844928,19801,1,0.088924 
"20170","51","00305","VA","Herndon, VA","5100305",-77.3884,38.975818,41236,1,0.135848 
"20171","51","00305","VA","McNair, VA","5100305",-77.400893,38.931057,45887,1,0.151171 
"20175","51","00600","VA","Leesburg, VA","5100600",-77.574843,39.088308,27169,1,0.063313 
"20176","51","00600","VA","Leesburg, VA","5100600",-77.523715,39.114553,46506,1,0.108375 
"20180","51","00600","VA","Lovettsville, VA","5100600",-77.635318,39.269174,6549,1,0.015261 
"20181","51","00501","VA","Nokesville, VA","5100501",-77.548626,38.689084,7076,0.898311,0.031778 
"20181","51","00502","VA","Nokesville, VA","5100502",-77.566433,38.613304,28,0.003555,0.000121 
"20181","51","00600","VA","Nokesville, VA","5100600",-77.666754,38.72696,773,0.098134,0.001801 
"20184","51","00600","VA","Upperville, VA","5100600",-77.877225,38.999074,839,1,0.001955 
"20186","51","00600","VA","Warrenton, VA","5100600",-77.811958,38.709065,14543,0.999038,0.03389 
"20186","51","00900","VA","Warrenton, VA","5100900",-77.91062,38.672393,14,0.000962,0.000072 
"20187","51","00600","VA","New Baltimore, VA","5100600",-77.739257,38.736144,15252,1,0.035542 
"20190","51","00305","VA","Reston, VA","5100305",-77.34385,38.962906,17529,1,0.057748 
"20191","51","00305","VA","Reston, VA","5100305",-77.353721,38.93598,29128,1,0.09596 
"20194","51","00305","VA","Reston, VA","5100305",-77.346395,38.978797,13165,1,0.043371 
"20197","51","00600","VA","Waterford, VA","5100600",-77.613981,39.19515,1840,1,0.004288 
"20198","51","00600","VA","The Plains, VA","5100600",-77.77265,38.874691,2492,1,0.005807 
"20307","11","00102","DC","Washington, DC","1100102",-77.033868,38.972947,353,1,0.00328 
"20317","11","00102","DC","Washington, DC","1100102",-77.011661,38.939226,903,1,0.008391 
"20319","11","00105","DC","Washington, DC","1100105",-77.017858,38.870458,84,1,0.000676 
"20373","11","00104","DC","Washington, DC","1100104",-77.006559,38.861941,131,1,0.000936 
"20390","11","00103","DC","Washington, DC","1100103",-76.993163,38.87898,584,1,0.004716 
"20535","11","00105","DC","Fbi, Washington, DC","1100105",-77.024844,38.894467,8,1,0.000064 
"20601","24","01106","MD","Waldorf, MD","2401106",-76.973,38.663445,289,0.011964,0.00201 
"20601","24","01600","MD","Waldorf, MD","2401600",-76.883466,38.636016,23867,0.988036,0.162858 
"20602","24","01600","MD","Waldorf, MD","2401600",-76.902781,38.599265,24955,1,0.170282 
"20603","24","01600","MD","Waldorf, MD","2401600",-76.961526,38.626381,28967,1,0.197658 
"20606","24","01500","MD","Abell, MD","2401500",-76.736692,38.254858,431,1,0.002223 
"20607","24","01106","MD","Accokeek, MD","2401106",-77.012828,38.666146,9759,0.995613,0.067884 
"20607","24","01600","MD","Accokeek, MD","2401600",-77.079814,38.683112,43,0.004387,0.000293 
"20608","24","01106","MD","Aquasco, MD","2401106",-76.716915,38.584733,919,1,0.006393 
"20609","24","01500","MD","Avenue, MD","2401500",-76.759366,38.269817,1120,1,0.005777 
"20611","24","01600","MD","Bel Alton, MD","2401600",-76.986066,38.466477,1078,1,0.007356 
"20612","24","01600","MD","Benedict, MD","2401600",-76.679292,38.511306,261,1,0.001781 
"20613","24","01106","MD","Brandywine, MD","2401106",-76.845716,38.69262,10283,0.867032,0.071529 
"20613","24","01600","MD","Brandywine, MD","2401600",-76.758828,38.594112,1577,0.132968,0.010761 
"20615","24","01500","MD","Broomes Island, MD","2401500",-76.547036,38.419223,405,1,0.002089 
"20616","24","01600","MD","Bryans Road, MD","2401600",-77.077364,38.639872,5857,1,0.039966 
"20617","24","01600","MD","Bryantown, MD","2401600",-76.842218,38.545907,781,1,0.005329 
"20618","24","01500","MD","Bushwood, MD","2401500",-76.788532,38.28404,607,1,0.003131 
"20619","24","01500","MD","California, MD","2401500",-76.528221,38.297984,10503,1,0.05417 
"20620","24","01500","MD","Callaway, MD","2401500",-76.526545,38.235354,1443,1,0.007442 
"20621","24","01500","MD","Chaptico, MD","2401500",-76.80215,38.324621,1373,1,0.007081 
"20622","24","01500","MD","Charlotte Hall, MD","2401500",-76.770102,38.493092,1770,0.361224,0.009129 
"20622","24","01600","MD","Charlotte Hall, MD","2401600",-76.845551,38.462664,3130,0.638775,0.021358 
"20623","24","01106","MD","Rosaryville, MD","2401106",-76.83156,38.746058,2744,1,0.019087 
"20624","24","01500","MD","Clements, MD","2401500",-76.742937,38.336937,1282,1,0.006612 
"20625","24","01600","MD","Cobb Island, MD","2401600",-76.849895,38.262573,1062,1,0.007247 
"20626","24","01500","MD","Coltons Point, MD","2401500",-76.75833,38.229597,373,1,0.001924 
"20628","24","01500","MD","Dameron, MD","2401500",-76.356046,38.151069,594,1,0.003064 
"20629","24","01500","MD","Solomons, MD","2401500",-76.452597,38.336725,535,1,0.002759 
"20630","24","01500","MD","Drayden, MD","2401500",-76.468422,38.177146,348,1,0.001795 
"20632","24","01600","MD","Faulkner, MD","2401600",-76.962324,38.434518,347,1,0.002368 
"20634","24","01500","MD","California, MD","2401500",-76.496353,38.267203,5927,1,0.030569 
"20636","24","01500","MD","Hollywood, MD","2401500",-76.569446,38.345605,9937,1,0.051251 
"20637","24","01600","MD","Hughesville, MD","2401600",-76.77392,38.527286,5423,1,0.037004 
"20639","24","01500","MD","Huntingtown, MD","2401500",-76.599199,38.610706,14227,1,0.073377 
"20640","24","01600","MD","Indian Head, MD","2401600",-77.144247,38.582505,10438,1,0.071224 
"20645","24","01600","MD","Issue, MD","2401600",-76.915699,38.298644,857,1,0.005848 
"20646","24","01600","MD","La Plata, MD","2401600",-76.973635,38.525146,18890,1,0.128897 
"20650","24","01500","MD","Leonardtown, MD","2401500",-76.632105,38.276106,13717,1,0.070747 
"20653","24","01500","MD","Lexington Park, MD","2401500",-76.453837,38.250793,24481,1,0.126263 
"20657","24","01500","MD","Chesapeake Ranch Estates, MD","2401500",-76.428585,38.367451,20483,1,0.105643 
"20658","24","01600","MD","Marbury, MD","2401600",-77.159941,38.564221,854,1,0.005827 
"20659","24","01500","MD","Mechanicsville, MD","2401500",-76.729097,38.427762,23130,0.984339,0.119296 
"20659","24","01600","MD","Mechanicsville, MD","2401600",-76.833742,38.438916,368,0.015661,0.002511 
"20660","24","01500","MD","Morganza, MD (PO Boxes)","2401500",-76.704309,38.370758,97,1,0.0005 
"20662","24","01600","MD","Nanjemoy, MD","2401600",-77.198587,38.442834,2934,1,0.02002 
"20664","24","01600","MD","Newburg, MD","2401600",-76.931316,38.348463,2987,1,0.020382 
"20667","24","01500","MD","Park Hall, MD","2401500",-76.435256,38.222236,494,1,0.002548 
"20670","24","01500","MD","Patuxent River, MD","2401500",-76.441794,38.274032,1014,1,0.00523 
"20674","24","01500","MD","Piney Point, MD","2401500",-76.502755,38.138321,830,1,0.004281 
"20675","24","01600","MD","Bensville, MD","2401600",-77.013615,38.584151,1671,1,0.011402 
"20676","24","01500","MD","Port Republic, MD","2401500",-76.541844,38.482996,3871,1,0.019965 
"20677","24","01600","MD","Port Tobacco, MD","2401600",-77.038887,38.507116,2322,1,0.015844 
"20678","24","01500","MD","Prince Frederick, MD","2401500",-76.588131,38.533316,11045,1,0.056966 
"20680","24","01500","MD","Ridge, MD","2401500",-76.368609,38.114604,1119,1,0.005771 
"20684","24","01500","MD","Saint Inigoes, MD","2401500",-76.402046,38.153238,1125,1,0.005802 
"20685","24","01500","MD","Saint Leonard, MD","2401500",-76.508656,38.453902,6471,1,0.033375 
"20686","24","01500","MD","Saint Marys City, MD (PO Boxes)","2401500",-76.427397,38.188277,1332,1,0.00687 
"20687","24","01500","MD","Scotland, MD","2401500",-76.34817,38.079827,313,1,0.001614 
"20688","24","01500","MD","Solomons, MD","2401500",-76.463212,38.341238,1828,1,0.009428 
"20689","24","01500","MD","Sunderland, MD","2401500",-76.584783,38.663611,1694,1,0.008737 
"20690","24","01500","MD","Tall Timbers, MD","2401500",-76.530197,38.160641,740,1,0.003817 
"20692","24","01500","MD","Valley Lee, MD","2401500",-76.496595,38.191861,1051,1,0.005421 
"20693","24","01600","MD","Welcome, MD","2401600",-77.095408,38.478213,1088,1,0.007424 
"20695","24","01600","MD","Waldorf, MD","2401600",-76.97898,38.600843,6794,1,0.046359 
"20701","24","00902","MD","Annapolis Junction, MD","2400902",-76.799422,39.13205,2,1,0.000013 
"20705","24","01006","MD","Beltsville, MD","2401006",-76.956466,39.043553,169,0.006453,0.001463 
"20705","24","01102","MD","Beltsville, MD","2401102",-76.923147,39.047939,26019,0.993546,0.197681 
"20706","24","01102","MD","Seabrook, MD","2401102",-76.846547,38.981965,16585,0.428642,0.126006 
"20706","24","01103","MD","Seabrook, MD","2401103",-76.885275,38.969319,5350,0.138271,0.050301 
"20706","24","01104","MD","Seabrook, MD","2401104",-76.863977,38.930792,5281,0.136488,0.05462 
"20706","24","01105","MD","Seabrook, MD","2401105",-76.844047,38.960865,11476,0.296599,0.068956 
"20707","24","01006","MD","Laurel, MD","2401006",-76.907609,39.111063,298,0.009449,0.00258 
"20707","24","01102","MD","Laurel, MD","2401102",-76.870211,39.096958,31240,0.990551,0.237348 
"20708","24","01102","MD","South Laurel, MD","2401102",-76.847474,39.0678,25546,1,0.194088 
"20710","24","01103","MD","Bladensburg, MD","2401103",-76.920701,38.942617,9313,1,0.087561 
"20711","24","01204","MD","Lothian, MD","2401204",-76.663116,38.80737,6643,1,0.048304 
"20712","24","01103","MD","Mount Rainier, MD","2401103",-76.96516,38.944456,9031,1,0.08491 
"20714","24","01204","MD","North Beach, MD","2401204",-76.541056,38.725102,905,0.208285,0.006581 
"20714","24","01500","MD","North Beach, MD","2401500",-76.53791,38.708139,3440,0.791714,0.017742 
"20715","24","01102","MD","Bowie, MD","2401102",-76.764552,39.014742,3240,0.122811,0.024616 
"20715","24","01105","MD","Bowie, MD","2401105",-76.741756,38.978761,23142,0.877189,0.139054 
"20716","24","01105","MD","Bowie, MD","2401105",-76.728143,38.930454,20787,1,0.124904 
"20720","24","01102","MD","Bowie, MD","2401102",-76.788307,39.005134,4788,0.227664,0.036377 
"20720","24","01105","MD","Bowie, MD","2401105",-76.788048,38.964154,16243,0.772336,0.0976 
"20721","24","01105","MD","Lake Arbor, MD","2401105",-76.798564,38.916145,27016,1,0.162332 
"20722","24","01103","MD","Brentwood, MD","2401103",-76.952075,38.939955,5711,1,0.053695 
"20723","24","00901","MD","Scaggsville, MD","2400901",-76.905993,39.146095,291,0.010044,0.002286 
"20723","24","00902","MD","Scaggsville, MD","2400902",-76.856009,39.129662,28681,0.989955,0.179518 
"20724","24","01201","MD","Maryland City, MD","2401201",-76.809539,39.10146,16093,1,0.106168 
"20732","24","01500","MD","Chesapeake Beach, MD","2401500",-76.542679,38.675323,9919,1,0.051158 
"20733","24","01204","MD","Deale, MD","2401204",-76.52367,38.802509,2672,1,0.019429 
"20735","24","01106","MD","Clinton, MD","2401106",-76.899575,38.755226,35421,1,0.246391 
"20736","24","01204","MD","Owings, MD","2401204",-76.6161,38.725662,13,0.00146,0.000095 
"20736","24","01500","MD","Owings, MD","2401500",-76.615946,38.695534,8891,0.99854,0.045856 
"20737","24","01103","MD","East Riverdale, MD","2401103",-76.915,38.960022,20684,1,0.194472 
"20740","24","01101","MD","College Park, MD","2401101",-76.930139,38.996347,24637,0.856046,0.215605 
"20740","24","01102","MD","College Park, MD","2401102",-76.923335,39.021118,1792,0.062265,0.013615 
"20740","24","01103","MD","College Park, MD","2401103",-76.917275,38.983864,2351,0.081689,0.022104 
"20742","24","01101","MD","College Park, MD","2401101",-76.945343,38.990019,7808,1,0.06833 
"20743","24","01103","MD","Coral Hills, MD","2401103",-76.932162,38.912746,128,0.003314,0.001203 
"20743","24","01104","MD","Coral Hills, MD","2401104",-76.905853,38.886056,36190,0.937055,0.374304 
"20743","24","01105","MD","Coral Hills, MD","2401105",-76.843643,38.862406,764,0.019782,0.004591 
"20743","24","01107","MD","Coral Hills, MD","2401107",-76.94049,38.865617,1539,0.039849,0.014755 
"20744","24","01106","MD","Fort Washington, MD","2401106",-76.982778,38.756796,48515,0.956488,0.337474 
"20744","24","01107","MD","Fort Washington, MD","2401107",-76.96311,38.808567,2207,0.043512,0.02116 
"20745","24","01106","MD","Glassmanor, MD","2401106",-77.003063,38.786209,3744,0.131595,0.026044 
"20745","24","01107","MD","Glassmanor, MD","2401107",-76.986988,38.814365,24707,0.868405,0.236882 
"20746","24","01104","MD","Suitland, MD","2401104",-76.920323,38.862718,2,0.000069,0.000021 
"20746","24","01107","MD","Suitland, MD","2401107",-76.921131,38.84066,28836,0.99993,0.276469 
"20747","24","01104","MD","Forestville, MD","2401104",-76.88604,38.859281,26607,0.664278,0.27519 
"20747","24","01107","MD","Forestville, MD","2401107",-76.899107,38.8438,13447,0.335722,0.128925 
"20748","24","01106","MD","Hillcrest Heights, MD","2401106",-76.928382,38.794445,5227,0.134744,0.036359 
"20748","24","01107","MD","Hillcrest Heights, MD","2401107",-76.949792,38.824979,33565,0.865255,0.321809 
"20751","24","01204","MD","Deale, MD","2401204",-76.550111,38.78398,2343,1,0.017037 
"20754","24","01204","MD","Dunkirk, MD","2401204",-76.609097,38.755626,1023,0.147173,0.007439 
"20754","24","01500","MD","Dunkirk, MD","2401500",-76.659686,38.732984,5928,0.852827,0.030574 
"20755","24","01201","MD","Fort Meade, MD","2401201",-76.748731,39.113557,9302,1,0.061367 
"20758","24","01204","MD","Friendship, MD","2401204",-76.593125,38.735436,721,1,0.005243 
"20759","24","00901","MD","Fulton, MD","2400901",-76.921451,39.158178,3355,1,0.026351 
"20762","24","01106","MD","Andrews AFB, MD","2401106",-76.893472,38.800299,2973,1,0.02068 
"20763","24","00902","MD","Savage, MD","2400902",-76.821813,39.138965,2664,1,0.016674 
"20764","24","01204","MD","Shady Side, MD","2401204",-76.511382,38.834351,4176,1,0.030365 
"20765","24","01204","MD","Galesville, MD","2401204",-76.547338,38.844889,514,1,0.003738 
"20769","24","01102","MD","Glenn Dale, MD","2401102",-76.81475,38.998677,1361,0.206087,0.01034 
"20769","24","01105","MD","Glenn Dale, MD","2401105",-76.80647,38.975717,5243,0.793912,0.031504 
"20770","24","01101","MD","Greenbelt, MD","2401101",-76.90335,39.003677,7321,0.290827,0.064068 
"20770","24","01102","MD","Greenbelt, MD","2401102",-76.872965,38.995958,17852,0.709172,0.135632 
"20772","24","01105","MD","Marlboro Village, MD","2401105",-76.765871,38.827424,18740,0.439648,0.112604 
"20772","24","01106","MD","Marlboro Village, MD","2401106",-76.804056,38.7702,23885,0.560352,0.166146 
"20774","24","01105","MD","Kettering, MD","2401105",-76.805906,38.886287,43013,1,0.258454 
"20776","24","01204","MD","Harwood, MD","2401204",-76.624917,38.871281,3289,1,0.023916 
"20777","24","00901","MD","Highland, MD","2400901",-76.967857,39.178695,3269,0.986421,0.025676 
"20777","24","01001","MD","Highland, MD","2401001",-76.997763,39.162319,45,0.013579,0.000344 
"20778","24","01204","MD","Shady Side, MD","2401204",-76.548086,38.829028,2009,1,0.014608 
"20779","24","01204","MD","Tracys Landing, MD","2401204",-76.575722,38.7647,1182,1,0.008595 
"20781","24","01103","MD","Hyattsville, MD","2401103",-76.936118,38.952457,11440,1,0.107559 
"20782","24","01101","MD","Chillum, MD","2401101",-76.966607,38.96584,23871,0.781119,0.208902 
"20782","24","01103","MD","Chillum, MD","2401103",-76.966627,38.954456,6689,0.218881,0.06289 
"20783","24","01101","MD","Langley Park, MD","2401101",-76.977627,38.988145,41844,0.940589,0.366189 
"20783","24","01102","MD","Langley Park, MD","2401102",-76.956978,39.028548,2643,0.059411,0.02008 
"20784","24","01102","MD","New Carrollton, MD","2401102",-76.866281,38.965293,232,0.007878,0.001763 
"20784","24","01103","MD","New Carrollton, MD","2401103",-76.890209,38.951129,29217,0.992122,0.274699 
"20785","24","01103","MD","Landover, MD","2401103",-76.910746,38.927519,6446,0.183898,0.060605 
"20785","24","01104","MD","Landover, MD","2401104",-76.877524,38.914549,28606,0.816102,0.295865 
"20794","24","00902","MD","Jessup, MD","2400902",-76.80681,39.155476,7604,0.539367,0.047594 
"20794","24","01201","MD","Jessup, MD","2401201",-76.770502,39.141345,6494,0.460633,0.042842 
"20812","24","01004","MD","Glen Echo, MD","2401004",-77.142532,38.969708,255,1,0.001431 
"20814","24","01004","MD","Bethesda, MD","2401004",-77.101794,39.001275,26755,0.967911,0.150187 
"20814","24","01005","MD","Bethesda, MD","2401005",-77.093181,39.01831,887,0.032089,0.006575 
"20815","24","01004","MD","Chevy Chase, MD","2401004",-77.083739,38.977319,26961,0.927068,0.151344 
"20815","24","01007","MD","Chevy Chase, MD","2401007",-77.056386,38.992958,2121,0.072932,0.019777 
"20816","24","01004","MD","Bethesda, MD","2401004",-77.114135,38.958837,16208,1,0.090983 
"20817","24","01004","MD","Bethesda, MD","2401004",-77.137617,38.999954,36240,1,0.203431 
"20818","24","01004","MD","Cabin John, MD","2401004",-77.16145,38.976312,1962,1,0.011014 
"20832","24","01001","MD","Olney, MD","2401001",-77.07365,39.152836,24965,1,0.19058 
"20833","24","00901","MD","Olney, MD","2400901",-77.056701,39.252245,84,0.01086,0.00066 
"20833","24","01001","MD","Olney, MD","2401001",-77.055706,39.181023,7651,0.98914,0.058407 
"20837","24","01001","MD","Poolesville, MD","2401001",-77.407548,39.139933,5789,1,0.044193 
"20838","24","01001","MD","Barnesville, MD","2401001",-77.374847,39.223361,259,1,0.001977 
"20839","24","01001","MD","Beallsville, MD","2401001",-77.416919,39.182356,214,1,0.001634 
"20841","24","01001","MD","Germantown, MD","2401001",-77.304037,39.176139,8670,0.828872,0.066186 
"20841","24","01002","MD","Germantown, MD","2401002",-77.261911,39.215405,1790,0.171128,0.013948 
"20842","24","00300","MD","Dickerson, MD","2400300",-77.396221,39.263163,357,0.195724,0.00153 
"20842","24","01001","MD","Dickerson, MD","2401001",-77.404785,39.209345,1467,0.804276,0.011199 
"20850","24","01001","MD","Rockville, MD","2401001",-77.232059,39.079621,1162,0.025076,0.008871 
"20850","24","01003","MD","Rockville, MD","2401003",-77.174573,39.093747,45178,0.974924,0.255759 
"20851","24","01003","MD","Rockville, MD","2401003",-77.124126,39.076995,12174,0.857867,0.068919 
"20851","24","01004","MD","Rockville, MD","2401004",-77.112996,39.06738,2017,0.142132,0.011322 
"20852","24","01003","MD","North Bethesda, MD","2401003",-77.135154,39.064346,9597,0.237755,0.05433 
"20852","24","01004","MD","North Bethesda, MD","2401004",-77.114991,39.043435,30768,0.762244,0.172714 
"20853","24","01001","MD","Aspen Hill, MD","2401001",-77.08826,39.126727,3582,0.120716,0.027345 
"20853","24","01003","MD","Aspen Hill, MD","2401003",-77.122339,39.095855,44,0.001483,0.000249 
"20853","24","01005","MD","Aspen Hill, MD","2401005",-77.094542,39.08387,26047,0.877801,0.193088 
"20854","24","01001","MD","Potomac, MD","2401001",-77.261925,39.057527,3958,0.079781,0.030215 
"20854","24","01003","MD","Potomac, MD","2401003",-77.184284,39.067214,11248,0.226724,0.063676 
"20854","24","01004","MD","Potomac, MD","2401004",-77.190473,39.029707,34405,0.693495,0.19313 
"20855","24","01001","MD","Redland, MD","2401001",-77.130335,39.141958,5506,0.38517,0.042032 
