"zcta5","state","sduni","stab","zipname","uschlnm10","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","sduni","State Postal Code","zipname","Unified School District Name 2010","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to sduni alloc factor","sduni to zcta5 alloc factor"
"06784","09","02850","CT","Sherman, CT","New Milford School District",-73.460781,41.563887,112,0.030361,0.00398
"06785","09"," ","CT","South Kent, CT","09",-73.457064,41.695557,686,1,0.003138
"06786","09","03330","CT","Terryville, CT","Plymouth School District",-73.010221,41.675251,9867,1,0.80593
"06787","09","02220","CT","Thomaston, CT","Litchfield School District",-73.088001,41.699637,88,0.011034,0.010395
"06787","09","04500","CT","Thomaston, CT","Thomaston School District",-73.085353,41.672931,7887,0.988966,1
"06790","09","04590","CT","Torrington, CT","Torrington School District",-73.113818,41.814808,36311,0.995313,0.998021
"06790","09","05160","CT","Torrington, CT","Winchester School District",-73.142034,41.888445,171,0.004687,0.015211
"06791","09","02220","CT","Northwest Harwinton, CT","Litchfield School District",-73.116631,41.765033,24,0.004236,0.002835
"06791","09","03520","CT","Northwest Harwinton, CT","Regional School District 10",-73.06823,41.768678,5642,0.995764,0.377568
"06793","09","03530","CT","Washington, CT","Regional School District 12",-73.294398,41.633464,1140,1,0.150654
"06794","09","02850","CT","Washington Depot, CT","New Milford School District",-73.367424,41.650481,22,0.020657,0.000782
"06794","09","03530","CT","Washington Depot, CT","Regional School District 12",-73.323742,41.652045,1043,0.979342,0.137835
"06795","09","03536","CT","Watertown, CT","Regional School District 14",-73.164941,41.630957,30,0.002121,0.002209
"06795","09","04890","CT","Watertown, CT","Watertown School District",-73.121761,41.605873,14114,0.997879,0.626899
"06796","09"," ","CT","West Cornwall, CT","09",-73.337719,41.869165,1009,1,0.004616
"06798","09","03530","CT","Woodbury, CT","Regional School District 12",-73.2527,41.513013,9,0.000901,0.001189
"06798","09","03536","CT","Woodbury, CT","Regional School District 14",-73.207379,41.553455,9975,0.999098,0.734427
"06801","09","00270","CT","Bethel, CT","Bethel School District",-73.400601,41.381172,18559,0.998816,0.998654
"06801","09","00540","CT","Bethel, CT","Brookfield School District",-73.393125,41.425832,22,0.001184,0.001337
"06804","09","00540","CT","Brookfield, CT","Brookfield School District",-73.396925,41.466072,16430,0.997813,0.998662
"06804","09","01020","CT","Brookfield, CT","Danbury School District",-73.424563,41.451536,36,0.002186,0.000445
"06807","09","01710","CT","Cos Cob, CT","Greenwich School District",-73.593298,41.051369,7150,1,0.116885
"06810","09","00270","CT","Danbury, CT","Bethel School District",-73.408144,41.410563,25,0.000505,0.001345
"06810","09","01020","CT","Danbury, CT","Danbury School District",-73.451788,41.391636,49457,0.999495,0.611388
"06811","09","01020","CT","Danbury, CT","Danbury School District",-73.46992,41.422754,31400,1,0.388167
"06812","09","02730","CT","New Fairfield, CT","New Fairfield School District",-73.498209,41.474372,13881,1,1
"06820","09","01050","CT","Darien, CT","Darien School District",-73.486042,41.077012,20732,1,1
"06824","09","01530","CT","Fairfield, CT","Fairfield School District",-73.262941,41.161883,33900,1,0.570668
"06825","09","01530","CT","Fairfield, CT","Fairfield School District",-73.238552,41.193518,21123,1,0.355582
"06830","09","01710","CT","Greenwich, CT","Greenwich School District",-73.630341,41.031886,24027,1,0.392784
"06831","09","01710","CT","Greenwich, CT","Greenwich School District",-73.660169,41.055145,14601,0.987087,0.238691
"06831","09","04320","CT","Greenwich, CT","Stamford School District",-73.620814,41.134777,191,0.012912,0.001557
"06840","09","02700","CT","New Canaan, CT","New Canaan School District",-73.493846,41.151048,19738,1,1
"06850","09","03090","CT","Norwalk, CT","Norwalk School District",-73.43499,41.122151,18078,1,0.211184
"06851","09","03090","CT","Norwalk, CT","Norwalk School District",-73.406001,41.132256,26703,1,0.31194
"06853","09","03090","CT","Norwalk, CT","Norwalk School District",-73.439235,41.069344,3646,1,0.042592
"06854","09","03090","CT","Norwalk, CT","Norwalk School District",-73.428407,41.09568,29100,1,0.339941
"06855","09","03090","CT","Norwalk, CT","Norwalk School District",-73.400851,41.101743,7892,1,0.092193
"06856","09","03090","CT","Norwalk, CT","Norwalk School District",-73.420861,41.111224,3,1,0.000035
"06870","09","01710","CT","Old Greenwich, CT","Greenwich School District",-73.566953,41.035433,7316,1,0.119599
"06877","09"," ","CT","Ridgefield, CT","09",-73.446718,41.283475,39,0.00158,0.000178
"06877","09","03810","CT","Ridgefield, CT","Ridgefield School District",-73.499085,41.299339,24638,0.998419,1
"06878","09","01710","CT","Riverside, CT","Greenwich School District",-73.581129,41.037954,8043,1,0.131484
"06880","09","01530","CT","Westport, CT","Fairfield School District",-73.312153,41.160333,75,0.002815,0.001263
"06880","09","03090","CT","Westport, CT","Norwalk School District",-73.382913,41.130668,181,0.006793,0.002114
"06880","09","05040","CT","Westport, CT","Westport School District",-73.348299,41.14317,26391,0.990393,1
"06883","09","05010","CT","Weston, CT","Weston School District",-73.369633,41.219754,10179,1,1
"06890","09","01530","CT","Southport, CT","Fairfield School District",-73.288803,41.144172,4306,1,0.072487
"06896","09"," ","CT","Redding, CT","09",-73.397109,41.302443,9110,1,0.041674
"06897","09"," ","CT","Wilton, CT","09",-73.433107,41.258527,9,0.000498,0.000041
"06897","09","05130","CT","Wilton, CT","Wilton School District",-73.436483,41.202332,18062,0.999502,1
"06901","09","04320","CT","Stamford, CT","Stamford School District",-73.537427,41.055328,6828,1,0.055674
"06902","09","01710","CT","Stamford, CT","Greenwich School District",-73.566657,41.052581,34,0.000536,0.000556
"06902","09","04320","CT","Stamford, CT","Stamford School District",-73.537491,41.053606,63372,0.999464,0.516719
"06903","09","04320","CT","Stamford, CT","Stamford School District",-73.567368,41.13538,14499,1,0.118221
"06905","09","04320","CT","Stamford, CT","Stamford School District",-73.544136,41.082652,19649,1,0.160213
"06906","09","04320","CT","Stamford, CT","Stamford School District",-73.523435,41.069964,9088,1,0.074101
"06907","09","04320","CT","Stamford, CT","Stamford School District",-73.519655,41.09605,9016,1,0.073514
"07001","34","18120","NJ","Avenel, NJ","Woodbridge Township School District",-74.278131,40.582352,16305,1,0.163729
"07002","34","01260","NJ","Bayonne, NJ","Bayonne City School District",-74.118927,40.666674,63024,0.999889,1
"07002","34","07830","NJ","Bayonne, NJ","Jersey City School District",-74.100034,40.687134,7,0.000111,0.000028
"07003","34","01350","NJ","Bloomfield, NJ","Belleville Town School District",-74.175688,40.809137,12,0.000254,0.000334
"07003","34","01830","NJ","Bloomfield, NJ","Bloomfield Township School District",-74.188546,40.803065,47300,0.999746,0.999683
"07004","34"," ","NJ","Fairfield, NJ","34",-74.295109,40.881509,7440,1,0.003431
"07005","34"," ","NJ","Boonton, NJ","34",-74.431154,40.927765,4860,0.318292,0.002241
"07005","34","01950","NJ","Boonton, NJ","Boonton Town School District",-74.407735,40.906138,8347,0.546663,1
"07005","34","10650","NJ","Boonton, NJ","Montville Township School District",-74.391071,40.940439,645,0.042242,0.029961
"07005","34","12480","NJ","Boonton, NJ","Parsippany-Troy Hills Township School District",-74.416552,40.88654,1417,0.092802,0.026616
"07006","34"," ","NJ","Caldwell, NJ","34",-74.256831,40.862587,6243,0.251612,0.002879
"07006","34","02580","NJ","Caldwell, NJ","Caldwell-West Caldwell School District",-74.284377,40.843626,18569,0.748388,0.999354
"07008","34","02820","NJ","Carteret, NJ","Carteret Borough School District",-74.229316,40.581975,22844,1,1
"07009","34","02850","NJ","Cedar Grove, NJ","Cedar Grove Township School District",-74.229206,40.854917,12411,1,1
"07010","34","03270","NJ","Cliffside Park, NJ","Cliffside Park Borough School District",-73.987837,40.821892,23594,1,1
"07011","34","03300","NJ","Clifton, NJ","Clifton City School District",-74.141559,40.878878,39710,1,0.471974
"07012","34","03300","NJ","Clifton, NJ","Clifton City School District",-74.160501,40.849297,11703,1,0.139096
"07013","34","03300","NJ","Clifton, NJ","Clifton City School District",-74.169282,40.870079,27051,1,0.321515
"07014","34","03300","NJ","Clifton, NJ","Clifton City School District",-74.135979,40.834335,5184,1,0.061615
"07016","34","03570","NJ","Cranford, NJ","Cranford Township School District",-74.304877,40.655261,22625,1,1
"07017","34","04230","NJ","East Orange, NJ","East Orange City School District",-74.207317,40.770328,35936,0.999749,0.559141
"07017","34","11340","NJ","East Orange, NJ","Newark City School District",-74.196793,40.756898,9,0.00025,0.000032
"07018","34","04230","NJ","East Orange, NJ","East Orange City School District",-74.219305,40.756201,28322,1,0.440672
"07020","34"," ","NJ","Edgewater, NJ","34",-73.978438,40.822817,11513,1,0.005309
"07021","34"," ","NJ","Essex Fells, NJ","34",-74.278137,40.828188,2079,0.994261,0.000959
"07021","34","02580","NJ","Essex Fells, NJ","Caldwell-West Caldwell School District",-74.278383,40.832484,12,0.005739,0.000646
"07022","34"," ","NJ","Fairview, NJ","34",-73.99931,40.816781,13835,1,0.00638
"07023","34","14670","NJ","Fanwood, NJ","Scotch Plains-Fanwood Regional School District",-74.385184,40.641632,7318,1,0.237382
"07024","34","05310","NJ","Fort Lee, NJ","Fort Lee Borough School District",-73.974045,40.850423,35332,0.999406,0.999632
"07024","34","12360","NJ","Fort Lee, NJ","Palisades Park Borough School District",-73.982153,40.84653,21,0.000594,0.00107
"07026","34"," ","NJ","Garfield, NJ","34",-74.097692,40.864184,68,0.002225,0.000031
"07026","34","05760","NJ","Garfield, NJ","Garfield City School District",-74.10813,40.878879,30487,0.997774,1
"07027","34"," ","NJ","Garwood, NJ","34",-74.323404,40.651512,4226,1,0.001949
"07028","34","05940","NJ","Glen Ridge, NJ","Glen Ridge Borough School District",-74.204755,40.803051,7527,0.988054,1
"07028","34","10560","NJ","Glen Ridge, NJ","Montclair Town School District",-74.211467,40.802118,91,0.011945,0.002416
"07029","34"," ","NJ","Harrison, NJ","34",-74.160737,40.750339,2406,0.150131,0.001109
"07029","34","06870","NJ","Harrison, NJ","Harrison Town School District",-74.155067,40.747423,13620,0.849869,1
"07030","34","07350","NJ","Hoboken, NJ","Hoboken City School District",-74.032366,40.744934,50005,1,1
"07031","34","11430","NJ","North Arlington, NJ","North Arlington Borough School District",-74.133322,40.789759,15392,1,1
"07032","34","07890","NJ","Kearny, NJ","Kearny Town School District",-74.144599,40.762859,40684,1,1
"07033","34","07920","NJ","Kenilworth, NJ","Kenilworth Borough School District",-74.294018,40.675961,7914,1,1
"07034","34","12480","NJ","Lake Hiawatha, NJ","Parsippany-Troy Hills Township School District",-74.382118,40.882627,9360,1,0.175814
"07035","34"," ","NJ","Lincoln Park, NJ","34",-74.297235,40.920924,10521,0.991892,0.004852
"07035","34","08040","NJ","Lincoln Park, NJ","Kinnelon Borough School District",-74.334905,40.955323,86,0.008108,0.008392
"07036","34"," ","NJ","Linden, NJ","34",-74.289901,40.634944,1471,0.035049,0.000678
"07036","34","08610","NJ","Linden, NJ","Linden City School District",-74.253369,40.635472,40499,0.964951,1
"07039","34","08820","NJ","Livingston, NJ","Livingston Township School District",-74.321347,40.789557,29316,0.998569,0.998297
"07039","34","10200","NJ","Livingston, NJ","Millburn Township School District",-74.312464,40.757349,42,0.001431,0.002084
"07040","34","15330","NJ","Maplewood, NJ","South Orange-Maplewood School District",-74.264328,40.727714,23876,1,0.595932
"07041","34","10200","NJ","Millburn, NJ","Millburn Township School District",-74.300234,40.722703,6857,0.998398,0.340315
"07041","34","15330","NJ","Millburn, NJ","South Orange-Maplewood School District",-74.285638,40.723541,11,0.001602,0.000275
"07042","34","10560","NJ","Montclair, NJ","Montclair Town School District",-74.215649,40.812724,25599,1,0.679577
"07043","34"," ","NJ","Upper Montclair, NJ","34",-74.202241,40.860628,29,0.002389,0.000013
"07043","34","01830","NJ","Upper Montclair, NJ","Bloomfield Township School District",-74.194199,40.829405,15,0.001236,0.000317
"07043","34","03300","NJ","Upper Montclair, NJ","Clifton City School District",-74.194508,40.859656,379,0.031224,0.004505
"07043","34","10560","NJ","Upper Montclair, NJ","Montclair Town School District",-74.201008,40.841873,11715,0.96515,0.310998
"07044","34","10560","NJ","Verona, NJ","Montclair Town School District",-74.226678,40.825922,264,0.019435,0.007008
"07044","34","16740","NJ","Verona, NJ","Verona Borough School District",-74.24266,40.832361,13320,0.980565,0.9991
"07045","34","10650","NJ","Montville, NJ","Montville Township School District",-74.367034,40.905897,10127,1,0.470411
"07046","34"," ","NJ","Mountain Lakes, NJ","34",-74.432062,40.902051,9,0.002146,4E-6
"07046","34","11010","NJ","Mountain Lakes, NJ","Mountain Lakes Borough School District",-74.438421,40.889801,4160,0.991893,1
"07046","34","12480","NJ","Mountain Lakes, NJ","Parsippany-Troy Hills Township School District",-74.429237,40.88266,25,0.005961,0.00047
"07047","34","11460","NJ","North Bergen, NJ","North Bergen Township School District",-74.01722,40.793592,60773,1,1
"07050","34","12270","NJ","Orange, NJ","Orange City Township School District",-74.234837,40.769349,29987,0.997107,0.995121
"07050","34","17610","NJ","Orange, NJ","West Orange Town School District",-74.241642,40.771008,87,0.002893,0.001883
"07052","34","08820","NJ","West Orange, NJ","Livingston Township School District",-74.301007,40.766676,50,0.001083,0.001703
"07052","34","16740","NJ","West Orange, NJ","Verona Borough School District",-74.259889,40.825006,12,0.00026,0.0009
"07052","34","17610","NJ","West Orange, NJ","West Orange Town School District",-74.25572,40.787001,46120,0.998657,0.998117
"07054","34","12480","NJ","Parsippany, NJ","Parsippany-Troy Hills Township School District",-74.40927,40.860885,29305,1,0.550452
"07055","34","03300","NJ","Passaic, NJ","Clifton City School District",-74.145941,40.851733,35,0.000501,0.000416
"07055","34","12540","NJ","Passaic, NJ","Passaic City School District",-74.128048,40.860229,69781,0.999498,1
"07057","34","16920","NJ","Wallington, NJ","Wallington Borough School District",-74.107588,40.853628,11335,1,1
"07058","34","10650","NJ","Pine Brook, NJ","Montville Township School District",-74.344231,40.868183,5372,1,0.249535
"07059","34"," ","NJ","Warren, NJ","34",-74.516035,40.62911,15311,1,0.00706
"07060","34","11640","NJ","Plainfield, NJ","North Plainfield Borough School District",-74.435159,40.62306,17408,0.386862,0.793581
"07060","34","13140","NJ","Plainfield, NJ","Plainfield City School District",-74.416856,40.613744,27590,0.613138,0.553927
"07062","34","11640","NJ","Plainfield, NJ","North Plainfield Borough School District",-74.418096,40.635878,1027,0.079311,0.046818
"07062","34","13140","NJ","Plainfield, NJ","Plainfield City School District",-74.404667,40.632133,11922,0.920689,0.239359
"07063","34","11640","NJ","Plainfield, NJ","North Plainfield Borough School District",-74.453432,40.610232,3343,0.246935,0.152398
"07063","34","13140","NJ","Plainfield, NJ","Plainfield City School District",-74.4402,40.602015,10195,0.753065,0.204686
"07064","34","18120","NJ","Port Reading, NJ","Woodbridge Township School District",-74.245806,40.57055,3723,1,0.037385
"07065","34","13530","NJ","Rahway, NJ","Rahway City School District",-74.280667,40.608824,27346,1,1
"07066","34","03150","NJ","Clark, NJ","Clark Township School District",-74.310284,40.620501,14756,1,1
"07067","34","18120","NJ","Colonia, NJ","Woodbridge Township School District",-74.315624,40.593901,18036,1,0.181112
"07068","34"," ","NJ","Roseland, NJ","34",-74.303514,40.820556,5819,1,0.002683
"07069","34"," ","NJ","Watchung, NJ","34",-74.44293,40.641328,5801,0.942179,0.002675
