"state","puma2k","puma12","stab","PUMAname","PUMA2kName","intptlon","intptlat","pop10","afact","AFACT2"
"FIPS state","puma2k","puma12","State Postal Code","PUMA12 Name","PUMA 2K Name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","puma2k to puma12 alloc factor","puma12 to puma2k alloc factor"
"08","00200","00102","CO","Larimer County (South)--Loveland City","0800200",-105.091966,40.488767,4072,0.030115,0.035358 
"08","00200","00103","CO","Larimer County (North)--Fort Collins City","0800200",-105.078093,40.554733,131143,0.969885,0.710933 
"08","00300","00100","CO","Northeast Colorado--Eastern Plains Region","0800300",-104.51558,40.666735,4843,0.019151,0.043868 
"08","00300","00300","CO","Weld County (South Central)--Greeley, Windsor & Evans Cities","0800300",-104.75641,40.414616,172967,0.683959,1 
"08","00300","00802","CO","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town","0800300",-104.976544,40.117557,45795,0.181086,0.296333 
"08","00300","00804","CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties","0800300",-104.977192,40.017823,66,0.000261,0.000471 
"08","00300","00824","CO","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)","0800300",-104.727875,40.089669,29220,0.115544,0.287751 
"08","00400","00100","CO","Northeast Colorado--Eastern Plains Region","0800400",-103.239143,39.881216,105556,0.767814,0.956131 
"08","00400","00800","CO","Southeast Colorado","0800400",-102.54707,38.083772,12551,0.091296,0.125165 
"08","00400","00823","CO","Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery","0800400",-104.583974,39.406119,19369,0.14089,0.175911 
"08","00501","00600","CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties","0800501",-104.870078,37.753956,11372,0.115587,0.109582 
"08","00501","00800","CO","Southeast Colorado","0800501",-104.998066,37.587111,87013,0.884413,0.867735 
"08","00502","00700","CO","Pueblo County (North)--Pueblo City & Pueblo West","0800502",-104.644864,38.274669,150830,1,1 
"08","00600","00900","CO","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties","0800600",-107.94064,37.306111,91716,0.535402,0.850143 
"08","00600","01002","CO","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties","0800600",-107.927516,38.556679,79587,0.464598,0.781429 
"08","00700","00400","CO","Eagle, Summit, Grand & Jackson Counties","0800700",-106.483031,39.596464,112182,0.796707,0.987726 
"08","00700","00600","CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties","0800700",-106.308058,39.24587,7310,0.051915,0.07044 
"08","00700","00800","CO","Southeast Colorado","0800700",-106.935594,37.798624,712,0.005057,0.0071 
"08","00700","00900","CO","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties","0800700",-106.96312,38.62342,16167,0.114817,0.149857 
"08","00700","01002","CO","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties","0800700",-107.74629,38.139835,4436,0.031504,0.043555 
"08","00801","00801","CO","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties","0800801",-105.339369,39.746989,91446,0.795231,0.904904 
"08","00801","00817","CO","Jefferson County (Northeast)--Arvada City","0800801",-105.184337,39.802456,2942,0.025584,0.026116 
"08","00801","00818","CO","Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities","0800801",-105.194545,39.740206,20605,0.179185,0.177359 
"08","00802","00802","CO","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town","0800802",-105.112327,40.154432,108744,0.824518,0.703667 
"08","00802","00804","CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties","0800802",-105.098712,39.992488,23144,0.175482,0.165159 
"08","00803","00801","CO","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties","0800803",-105.257785,39.966552,4316,0.039585,0.042709 
"08","00803","00803","CO","Boulder County (Central)--Boulder City","0800803",-105.254519,40.020589,104716,0.960415,0.919747 
"08","00804","00803","CO","Boulder County (Central)--Boulder City","0800804",-105.16743,39.996155,9137,0.072487,0.080253 
"08","00804","00804","CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties","0800804",-105.089232,39.92454,116914,0.927513,0.834313 
"08","00805","00804","CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties","0800805",-105.012882,39.949408,8,0.000068,0.000057 
"08","00805","00805","CO","Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities","0800805",-105.020458,39.885594,117899,0.999932,1 
"08","00806","00806","CO","Adams County (West Central)--Thornton & Federal Heights Cities","0800806",-104.962601,39.89265,135704,1,1 
"08","00807","00807","CO","Adams County (West Central)--Commerce City & Brighton Cities","0800807",-104.89434,39.885546,151662,1,1 
"08","00808","00808","CO","Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities","0800808",-104.769808,39.621753,108362,0.599719,1 
"08","00808","00824","CO","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)","0800808",-104.654578,39.683661,72326,0.400281,0.712248 
"08","00809","00809","CO","Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central)","0800809",-104.803624,39.68915,112827,1,1 
"08","00810","00810","CO","Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest)","0800810",-104.853177,39.71493,112878,1,1 
"08","00811","00811","CO","Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities","0800811",-104.915909,39.595756,110222,1,1 
"08","00812","00812","CO","Denver City (Northeast)","0800812",-104.880402,39.768487,151191,0.976194,1 
"08","00812","00813","CO","Denver City (Northwest)","0800812",-104.985556,39.780495,3687,0.023806,0.036824 
"08","00813","00813","CO","Denver City (Northwest)","0800813",-105.020976,39.755182,96437,1,0.963175 
"08","00814","00814","CO","Denver City (South Central)","0800814",-104.966778,39.707785,102044,1,1 
"08","00815","00815","CO","Denver City (Southeast)","0800815",-104.903775,39.687251,154017,1,1 
"08","00816","00816","CO","Denver City (Southwest)","0800816",-105.039468,39.679947,119184,1,0.99927 
"08","00817","00817","CO","Jefferson County (Northeast)--Arvada City","0800817",-105.105567,39.81844,109709,1,0.973884 
"08","00818","00818","CO","Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities","0800818",-105.096642,39.745479,95572,1,0.822641 
"08","00819","00819","CO","Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge","0800819",-105.112156,39.663122,138358,1,1 
"08","00820","00816","CO","Denver City (Southwest)","0800820",-105.030771,39.628351,87,0.000837,0.000729 
"08","00820","00820","CO","Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine","0800820",-105.022672,39.615067,103909,0.999163,1 
"08","00821","00801","CO","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties","0800821",-105.164395,39.575455,5294,0.038555,0.052387 
"08","00821","00821","CO","Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park","0800821",-105.001681,39.545412,122537,0.892405,1 
"08","00821","00822","CO","Douglas County (South)--Castle Rock Town","0800821",-104.927991,39.522964,9480,0.06904,0.092873 
"08","00822","00822","CO","Douglas County (South)--Castle Rock Town","0800822",-104.892828,39.412837,92595,0.505064,0.907127 
"08","00822","00823","CO","Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery","0800822",-104.772542,39.501391,90738,0.494935,0.824089 
"08","00901","04101","CO","El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City","0800901",-104.691849,38.830118,88198,0.568707,0.790673 
"08","00901","04102","CO","El Paso County (West Central)--Colorado Springs City (West)","0800901",-104.829893,38.764907,6694,0.043163,0.06254 
"08","00901","04106","CO","El Paso County (North Central)--Colorado Springs City (North) & Monument Town","0800901",-104.745927,39.038774,60193,0.388129,0.565299 
"08","00902","04102","CO","El Paso County (West Central)--Colorado Springs City (West)","0800902",-104.84534,38.853297,100341,1,0.937459 
"08","00903","04103","CO","El Paso County (Central)--Colorado Springs City (Central)","0800903",-104.783837,38.867043,99670,1,0.970062 
"08","00904","04103","CO","El Paso County (Central)--Colorado Springs City (Central)","0800904",-104.726669,38.879208,3076,0.019512,0.029938 
"08","00904","04104","CO","El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills","0800904",-104.724021,38.900894,108283,0.686874,1 
"08","00904","04106","CO","El Paso County (North Central)--Colorado Springs City (North) & Monument Town","0800904",-104.758531,38.953988,46287,0.293613,0.434701 
"08","00905","04105","CO","El Paso County (Central)--Colorado Springs City (South) & Security-Widefield","0800905",-104.746981,38.788323,109521,1,1 
"08","01000","00600","CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties","0801000",-105.477974,38.632551,85094,0.784681,0.819977 
"08","01000","04101","CO","El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City","0801000",-105.140482,38.943551,23350,0.215318,0.209327 
"09","00100","00500","CT","Litchfield County","0900100",-73.187411,41.727852,189927,1,1 
"09","00200","00300","CT","Hartford County (North)","0900200",-72.625614,41.926158,157344,1,0.999987 
"09","00300","00301","CT","Manchester & East Hartford Towns","0900300",-72.566834,41.772057,109493,1,1 
"09","00400","00300","CT","Hartford County (North)","0900400",-72.686873,41.826146,2,0.000012,0.000013 
"09","00400","00303","CT","West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns","0900400",-72.793451,41.79062,160995,0.999987,1 
"09","00500","00304","CT","Bristol, Southington & Burlington Towns","0900500",-72.912807,41.656277,112847,1,1 
"09","00600","00305","CT","New Britain, Berlin & Plainville Towns","0900600",-72.792704,41.664639,110787,1,0.999991 
"09","00700","00305","CT","New Britain, Berlin & Plainville Towns","0900700",-72.733418,41.648786,1,8E-6,9E-6 
"09","00700","00306","CT","Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns","0900700",-72.644783,41.686036,117770,0.999991,1 
"09","00800","00302","CT","Hartford Town","0900800",-72.690702,41.762593,124775,1,1 
"09","00900","01300","CT","Tolland County","0900900",-72.372122,41.842762,152691,1,1 
"09","01000","01500","CT","Windham County","0901000",-71.995002,41.804226,118428,1,1 
"09","01100","01100","CT","New London County (North)","0901100",-72.101447,41.529751,139086,0.999971,1 
"09","01100","01101","CT","New London County (South)","0901100",-72.091305,41.400783,4,0.000029,0.00003 
"09","01200","01101","CT","New London County (South)","0901200",-72.093819,41.35436,134965,1,0.99997 
"09","01300","00700","CT","Middlesex County","0901300",-72.571534,41.478565,165676,1,1 
"09","01400","00900","CT","New Haven County (Northwest)","0901400",-73.041566,41.499899,133390,1,0.999783 
"09","01500","00900","CT","New Haven County (Northwest)","0901500",-72.85682,41.489558,29,0.000223,0.000217 
"09","01500","00902","CT","Meriden, Wallingford & North Haven Towns","0901500",-72.817057,41.479891,130096,0.999777,1 
"09","01600","00903","CT","Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns","0901600",-72.993082,41.365972,124204,1,1 
"09","01700","00904","CT","West Haven, Milford & Orange Towns","0901700",-73.010504,41.250504,122279,1,1 
"09","01800","00906","CT","East Haven, Branford, Guilford, Madison & North Branford Towns","0901800",-72.766422,41.306295,112334,1,1 
"09","01900","00901","CT","Waterbury Town","0901900",-73.032875,41.556753,110366,1,1 
"09","02000","00905","CT","New Haven Town","0902000",-72.923021,41.312208,129779,1,1 
"09","02100","00100","CT","Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns","0902100",-73.452881,41.395973,167187,0.858483,1 
"09","02100","00105","CT","Stratford, Shelton, Trumbull, Newtown & Monroe Towns","0902100",-73.288487,41.399964,27560,0.141517,0.158391 
"09","02200","00101","CT","Fairfield, New Canaan, Wilton, Weston & Easton Towns","0902200",-73.259549,41.181405,66894,0.313565,0.58233 
"09","02200","00105","CT","Stratford, Shelton, Trumbull, Newtown & Monroe Towns","0902200",-73.163424,41.261719,146440,0.686435,0.841609 
"09","02300","00101","CT","Fairfield, New Canaan, Wilton, Weston & Easton Towns","0902300",-73.445899,41.18493,47979,0.198362,0.41767 
"09","02300","00102","CT","Stamford & Greenwich Towns","0902300",-73.619044,41.040949,61171,0.252902,0.332787 
"09","02300","00103","CT","Norwalk, Westport & Darien Towns","0902300",-73.416467,41.112856,132726,0.548736,1 
"09","02400","00104","CT","Bridgeport Town","0902400",-73.197052,41.191829,144229,1,1 
"09","02500","00102","CT","Stamford & Greenwich Towns","0902500",-73.539861,41.072482,122643,1,0.667212 
"10","00101","00101","DE","New Castle County (East Central)--Wilmington City","1000101",-75.560578,39.743807,96297,0.652017,0.889875 
"10","00101","00102","DE","New Castle County (North)--Hockessin","1000101",-75.488592,39.794343,51394,0.347983,0.354268 
"10","00102","00102","DE","New Castle County (North)--Hockessin","1000102",-75.632915,39.769768,93677,0.735916,0.645732 
"10","00102","00103","DE","New Castle County (West Central)--Newark City & Brookside","1000102",-75.744601,39.697845,33616,0.264084,0.232481 
"10","00103","00101","DE","New Castle County (East Central)--Wilmington City","1000103",-75.603745,39.720741,11917,0.096967,0.110124 
"10","00103","00103","DE","New Castle County (West Central)--Newark City & Brookside","1000103",-75.681375,39.66839,110981,0.903033,0.767519 
"10","00104","00104","DE","New Castle County (South)--Middletown Town, Bear & Glasgow","1000104",-75.678076,39.555363,140597,1,1 
"10","00200","00200","DE","Kent County--Dover City","1000200",-75.558641,39.12322,162310,1,1 
"10","00300","00300","DE","Sussex County","1000300",-75.346681,38.662388,197145,1,1 
"11","00101","00101","DC","District of Columbia (West)","1100101",-77.073016,38.935155,106024,1,1 
"11","00102","00102","DC","District of Columbia (North)","1100102",-77.027769,38.947969,99394,0.923624,0.882717 
"11","00102","00105","DC","District of Columbia (Central)","1100102",-77.043535,38.923337,8219,0.076375,0.059048 
"11","00103","00102","DC","District of Columbia (North)","1100103",-77.001288,38.951393,13206,0.106643,0.117282 
"11","00103","00103","DC","District of Columbia (Northeast)","1100103",-76.987143,38.907395,103901,0.839034,1 
"11","00103","00105","DC","District of Columbia (Central)","1100103",-77.001363,38.892896,6727,0.054323,0.048329 
"11","00104","00104","DC","District of Columbia (East)","1100104",-76.967202,38.865253,140006,1,1 
"11","00105","00105","DC","District of Columbia (Central)","1100105",-77.030217,38.907713,124246,1,0.892623 
"12","00101","03302","FL","Escambia County (South)","1200101",-87.269647,30.42827,187227,1,1 
"12","00102","03301","FL","Escambia County (North)","1200102",-87.283535,30.582064,110392,1,1 
"12","00200","11300","FL","Santa Rosa County","1200200",-87.037013,30.549594,151372,1,1 
"12","00300","09100","FL","Okaloosa County","1200300",-86.567095,30.542829,180822,1,1 
"12","00400","00500","FL","Walton, Washington, Holmes & Bay Counties","1200400",-85.96349,30.653098,99866,0.6675,0.371639 
"12","00400","06300","FL","Apalachee Region (Outside Leon County)","1200400",-85.216195,30.80024,49746,0.3325,0.258994 
"12","00500","00500","FL","Walton, Washington, Holmes & Bay Counties","1200500",-85.660206,30.206925,168852,1,0.628361 
"12","00600","06300","FL","Apalachee Region (Outside Leon County)","1200600",-84.646116,30.214969,95939,0.696558,0.49949 
"12","00600","12100","FL","Suwannee, Taylor, Madison, Hamilton & Lafayette Counties","1200600",-83.52099,30.252434,41794,0.303442,0.390547 
"12","00701","07300","FL","Leon County (Outer)","1200701",-84.263714,30.520198,53931,0.283498,0.38748 
"12","00701","07301","FL","Leon County (Central)--Tallahassee City (Central)","1200701",-84.291226,30.44347,136303,0.716502,1 
"12","00702","06300","FL","Apalachee Region (Outside Leon County)","1200702",-84.581418,30.598281,46389,0.352387,0.241516 
"12","00702","07300","FL","Leon County (Outer)","1200702",-84.241211,30.468069,85253,0.647612,0.61252 
"12","00800","02300","FL","Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties","1200800",-82.785128,29.510431,74162,0.532077,0.399261 
"12","00800","12100","FL","Suwannee, Taylor, Madison, Hamilton & Lafayette Counties","1200800",-83.015911,30.259476,65220,0.467922,0.609453 
"12","00900","02300","FL","Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties","1200900",-82.482218,30.065882,111586,0.804507,0.600739 
"12","00900","08900","FL","Nassau & Baker Counties","1200900",-82.185474,30.288433,27115,0.195492,0.269992 
"12","01001","00101","FL","Alachua County (Central)--Gainesville City (Central)","1201001",-82.343261,29.661324,112893,1,0.793094 
"12","01002","00101","FL","Alachua County (Central)--Gainesville City (Central)","1201002",-82.387313,29.649159,29452,0.219067,0.206906 
"12","01002","00102","FL","Alachua County (Outer)","1201002",-82.433612,29.675524,104991,0.780933,1 
"12","01101","03101","FL","Duval County (Outer)--Jacksonville City (North & West)","1201101",-81.682496,30.438928,76672,0.511194,0.6499 
"12","01101","08900","FL","Nassau & Baker Counties","1201101",-81.647118,30.607962,73314,0.488806,0.730008 
"12","01102","03101","FL","Duval County (Outer)--Jacksonville City (North & West)","1201102",-81.673003,30.421928,7195,0.057108,0.060987 
"12","01102","03102","FL","Duval County (Northwest Central)--Jacksonville City (Northwest)","1201102",-81.695828,30.361003,118733,0.9424,1 
"12","01102","03107","FL","Duval County (Southwest Central)--Jacksonville City (Southwest)","1201102",-81.72213,30.318918,62,0.000492,0.000397 
"12","01103","03101","FL","Duval County (Outer)--Jacksonville City (North & West)","1201103",-81.630981,30.439988,2903,0.027529,0.024607 
"12","01103","03103","FL","Duval County (North Central)--Jacksonville City (Arlington)","1201103",-81.575105,30.337224,102549,0.972471,1 
"12","01104","03104","FL","Duval County (East)--Jacksonville City (Beaches)","1201104",-81.451357,30.323074,131674,1,1 
"12","01105","03105","FL","Duval County (Southeast)--Jacksonville City (Southeast)","1201105",-81.522175,30.240131,102334,0.691469,0.829623 
"12","01105","03106","FL","Duval County (South Central)--Jacksonville City (Southeast River)","1201105",-81.584914,30.174574,45661,0.308531,0.401278 
"12","01106","03105","FL","Duval County (Southeast)--Jacksonville City (Southeast)","1201106",-81.619657,30.289094,21016,0.21845,0.170377 
"12","01106","03106","FL","Duval County (South Central)--Jacksonville City (Southeast River)","1201106",-81.627095,30.211417,68128,0.708154,0.598722 
"12","01106","03107","FL","Duval County (Southwest Central)--Jacksonville City (Southwest)","1201106",-81.695452,30.24106,7061,0.073395,0.045207 
"12","01107","03101","FL","Duval County (Outer)--Jacksonville City (North & West)","1201107",-81.814607,30.227061,31205,0.173097,0.264505 
"12","01107","03107","FL","Duval County (Southwest Central)--Jacksonville City (Southwest)","1201107",-81.751417,30.266699,149070,0.826903,0.954396 
"12","01200","10700","FL","Putnam & St. Johns (South) Counties","1201200",-81.36443,29.770204,26398,0.138908,0.261984 
"12","01200","10900","FL","St. Johns County (North)","1201200",-81.430805,30.010462,163641,0.861092,1 
"12","01300","01900","FL","Clay County","1201300",-81.799367,30.084386,190865,1,1 
"12","01400","03500","FL","Flagler & Volusia (North Central) Counties","1201400",-81.224737,29.523494,95696,0.562719,0.932582 
"12","01400","10700","FL","Putnam & St. Johns (South) Counties","1201400",-81.72048,29.609299,74364,0.437281,0.738016 
"12","01501","08301","FL","Marion County (North)","1201501",-82.127129,29.281417,17544,0.145777,0.175403 
"12","01501","08302","FL","Marion County (Central)--Ocala City","1201501",-82.138721,29.181393,102804,0.854222,1 
"12","01502","08301","FL","Marion County (North)","1201502",-82.164778,29.204557,82477,0.390979,0.824596 
"12","01502","08303","FL","Marion County (South Central)","1201502",-82.08402,29.046421,128473,0.609021,1 
"12","01600","01701","FL","Citrus County","1201600",-82.453528,28.863601,141234,0.601882,0.999986 
"12","01600","06902","FL","Sumter (North) & Lake (North) Counties","1201600",-82.008505,28.882886,71276,0.303749,0.541286 
"12","01600","06903","FL","Lake (South) & Sumter (South) Counties","1201600",-82.122031,28.641923,22144,0.094369,0.140193 
"12","01700","01701","FL","Citrus County","1201700",-82.417898,28.669113,2,0.000012,0.000014 
"12","01700","05301","FL","Hernando County","1201700",-82.496943,28.50485,172778,0.999988,1 
"12","01801","06902","FL","Sumter (North) & Lake (North) Counties","1201801",-81.888191,28.829318,36059,0.211082,0.27384 
"12","01801","06903","FL","Lake (South) & Sumter (South) Counties","1201801",-81.76692,28.580366,134770,0.788918,0.853223 
"12","01802","06901","FL","Lake County (North)","1201802",-81.648244,28.866159,100839,0.798895,1 
"12","01802","06902","FL","Sumter (North) & Lake (North) Counties","1201802",-81.902675,28.914016,24344,0.192865,0.184874 
"12","01802","06903","FL","Lake (South) & Sumter (South) Counties","1201802",-81.634469,28.792556,1040,0.008239,0.006584 
"12","01901","03500","FL","Flagler & Volusia (North Central) Counties","1201901",-81.143733,29.265511,6918,0.028552,0.067418 
"12","01901","12701","FL","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town","1201901",-81.314385,29.007709,110993,0.458085,1 
"12","01901","12702","FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities","1201901",-81.153071,29.176904,6318,0.026075,0.049469 
"12","01901","12704","FL","Volusia County (Southwest Central)--Deltona & Lake Helen Cities","1201901",-81.184444,28.936823,118069,0.487288,1 
"12","01902","12702","FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities","1201902",-81.059709,29.255735,118838,1,0.930479 
"12","01903","12702","FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities","1201903",-80.993295,29.192571,2561,0.01919,0.020052 
"12","01903","12703","FL","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities","1201903",-80.966071,29.070508,130896,0.98081,1 
"12","02001","11701","FL","Seminole County (West)","1202001",-81.405701,28.701713,106573,0.633801,0.999897 
"12","02001","11702","FL","Seminole County (North Central)","1202001",-81.340809,28.742479,47971,0.285289,0.460171 
"12","02001","11703","FL","Seminole County (South Central)","1202001",-81.368551,28.667241,13605,0.08091,0.130448 
"12","02002","11702","FL","Seminole County (North Central)","1202002",-81.297951,28.775704,54650,0.381797,0.52424 
"12","02002","11703","FL","Seminole County (South Central)","1202002",-81.273993,28.632325,5187,0.036237,0.049734 
"12","02002","11704","FL","Seminole County (East)","1202002",-81.193761,28.670988,83302,0.581965,0.774225 
"12","02003","11702","FL","Seminole County (North Central)","1202003",-81.338408,28.691962,1625,0.014585,0.015588 
"12","02003","11703","FL","Seminole County (South Central)","1202003",-81.308294,28.660795,85502,0.767391,0.819817 
"12","02003","11704","FL","Seminole County (East)","1202003",-81.241812,28.671452,24292,0.218024,0.225775 
"12","02101","00901","FL","Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities","1202101",-80.785744,28.449318,183425,1,1 
"12","02102","00902","FL","Brevard County (East)--Beaches & Merritt Island","1202102",-80.626012,28.262926,115817,0.999715,1 
"12","02102","00904","FL","Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns","1202102",-80.517013,27.925646,33,0.000285,0.000258 
"12","02103","00903","FL","Brevard County (Southwest)--Melbourne & West Melbourne Cities","1202103",-80.663183,28.124928,116283,0.996307,1 
"12","02103","00904","FL","Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns","1202103",-80.717074,27.995652,431,0.003693,0.003371 
"12","02104","00904","FL","Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns","1202104",-80.639481,27.990417,127387,1,0.99637 
"12","02201","09501","FL","Orange County (Northwest)","1202201",-81.503068,28.662495,126654,1,1 
"12","02202","09502","FL","Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town","1202202",-81.539245,28.551914,121592,0.460913,1 
"12","02202","09503","FL","Orange County (Southwest)--Disney-International Drive Region","1202202",-81.503351,28.430507,105917,0.401494,1 
"12","02202","09509","FL","Orange County (Southeast)","1202202",-81.409984,28.382599,36298,0.137593,0.297281 
"12","02203","09504","FL","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle","1202203",-81.374969,28.483558,125220,0.743741,1 
"12","02203","09509","FL","Orange County (Southeast)","1202203",-81.352677,28.38269,43145,0.256258,0.353358 
"12","02204","09505","FL","Orange County (Central)--Orlando City (East Downtown) & Azalea Park","1202204",-81.371915,28.546076,43905,0.301956,0.402872 
"12","02204","09506","FL","Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)","1202204",-81.44546,28.534696,101497,0.698044,1 
"12","02205","09507","FL","Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities","1202205",-81.376693,28.603699,107435,0.999897,1 
"12","02205","11701","FL","Seminole County (West)","1202205",-81.415586,28.640304,11,0.000102,0.000103 
"12","02206","09505","FL","Orange County (Central)--Orlando City (East Downtown) & Azalea Park","1202206",-81.315078,28.525848,65075,0.437185,0.597127 
"12","02206","09508","FL","Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park","1202206",-81.235333,28.590294,83775,0.562815,0.777011 
"12","02207","09508","FL","Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park","1202207",-81.260963,28.555441,24042,0.129646,0.222989 
"12","02207","09509","FL","Orange County (Southeast)","1202207",-81.252707,28.460625,42657,0.230027,0.349361 
"12","02207","09510","FL","Orange County (Northeast)","1202207",-81.181542,28.53297,118744,0.640326,1 
"12","02300","09701","FL","Osceola County (West)","1202300",-81.451506,28.264996,150845,0.561419,1 
"12","02300","09702","FL","Osceola County (East)","1202300",-81.296429,28.26903,117840,0.43858,1 
"12","02401","10501","FL","Polk County (Northwest)","1202401",-81.966173,28.080368,173680,1,1 
"12","02402","10502","FL","Polk County (Northeast)","1202402",-81.708423,28.121765,158399,1,1 
"12","02403","10504","FL","Polk County (South)","1202403",-81.619334,27.927156,137001,1,1 
"12","02404","10503","FL","Polk County (Central)","1202404",-81.878088,27.966042,133015,1,1 
"12","02501","10101","FL","Pasco County (East Central)","1202501",-82.268604,28.289244,114487,0.592616,1 
"12","02501","10104","FL","Pasco County (South)","1202501",-82.352414,28.200729,78702,0.407383,0.679174 
"12","02502","10102","FL","Pasco County (West Central)","1202502",-82.624715,28.327507,82526,0.522449,0.789284 
"12","02502","10103","FL","Pasco County (Gulf Coast)","1202502",-82.692192,28.328866,40235,0.254716,0.310041 
"12","02502","10104","FL","Pasco County (South)","1202502",-82.578315,28.190485,35199,0.222835,0.303756 
"12","02503","10102","FL","Pasco County (West Central)","1202503",-82.685195,28.25238,22032,0.194032,0.210716 
"12","02503","10103","FL","Pasco County (Gulf Coast)","1202503",-82.726762,28.220736,89538,0.788548,0.689959 
"12","02503","10104","FL","Pasco County (South)","1202503",-82.708452,28.184961,1978,0.01742,0.01707 
"12","02601","10301","FL","Pinellas County (North)","1202601",-82.734996,28.099577,117168,0.952647,1 
"12","02601","10302","FL","Pinellas County (North Central)","1202601",-82.695455,28.051362,5824,0.047353,0.054242 
"12","02602","10302","FL","Pinellas County (North Central)","1202602",-82.733911,28.018185,101546,1,0.945757 
"12","02603","10303","FL","Pinellas County (Central)--Clearwater City (South & Central)","1202603",-82.768131,27.965056,104566,0.929864,1 
"12","02603","10304","FL","Pinellas County (Central)--Greater Largo City","1202603",-82.717329,27.924633,7887,0.070136,0.073381 
"12","02604","10304","FL","Pinellas County (Central)--Greater Largo City","1202604",-82.770585,27.909175,99593,0.893147,0.926619 
"12","02604","10305","FL","Pinellas County (West Central)--Greater Seminole City","1202604",-82.845649,27.896164,4113,0.036885,0.038161 
"12","02604","10307","FL","Pinellas County (Southeast)--St. Petersburg City (East)","1202604",-82.631731,27.874391,7802,0.069968,0.051363 
"12","02605","10305","FL","Pinellas County (West Central)--Greater Seminole City","1202605",-82.793675,27.853878,92783,0.813893,0.860855 
"12","02605","10306","FL","Pinellas County (Central)--Greater Pinellas Park City","1202605",-82.739409,27.829383,21216,0.186107,0.193876 
